code,name,in_colorectal_tree,relation_types,relation_groups,nci_url
C20743,FGFR4 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20743
C52168,FGFR4 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52168
C63593,FOLFIRI Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63593
C63608,FOLFIRI-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63608
C104152,FOLFIRI-Cetuximab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C104152
C225406,FOLFIRI-Cetuximab/Encorafenib Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C225406
C227045,FOLFIRI-Encorafenib/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227045
C136249,FOLFIRI-Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136249
C136251,FOLFIRI-Ramucirumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136251
C136250,FOLFIRI-Ziv-aflibercept Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136250
C63590,FOLFOX-4 Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63590
C63591,FOLFOX-6 Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63591
C63592,FOLFOX-7 Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63592
C136248,FOLFOX-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136248
C136246,FOLFOX-Cetuximab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136246
C215149,FOLFOX-Cetuximab/Encorafenib Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C215149
C215162,FOLFOX-Encorafenib/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C215162
C136247,FOLFOX-Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136247
C136252,FOLFOXIRI Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136252
C136253,FOLFOXIRI-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136253
C161591,FOLFOXIRI-Cetuximab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161591
C161590,FOLFOXIRI-Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161590
C63388,FU-LV Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63388
C63610,FU-LV-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63610
C156240,FUOX Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156240
C3339,Familial Adenomatous Polyposis,N,Disease_Has_Associated_Disease|Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3339
C178243,Family Cancer History Relative Primary Diagnosis Question,N,Has_GDC_Value|Is_Value_For_GDC_Property,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C178243
C36156,Favorable Clinical Outcome,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36156
C3038,Fever,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3038
C136256,Fluorouracil Infusional/Leucovorin Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136256
C157711,GDC Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C157711
C177537,GDC Value Terminology,N,Concept_In_Subset,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177537
C6728,Gardner Syndrome,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6728
C33923,Glandular Cell,N,Disease_Has_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C33923
C43573,Glandular Differentiation,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43573
C43370,Glandular Epithelium,N,Disease_Has_Normal_Tissue_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43370
C12615,Glial Cell,N,Disease_Excludes_Normal_Cell_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12615
C201135,Goblet Cell Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C201135
C28077,Grade 1,N,Disease_Is_Grade,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28077
C28078,Grade 2,N,Disease_Is_Grade,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28078
C28079,Grade 3,N,Disease_Is_Grade,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28079
C43612,Hepatobiliary System,N,Disease_Has_Associated_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43612
C66950,Hepatoid Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C66950
C165470,Hereditary Colorectal Cancer Syndrome,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C165470
C120084,Hereditary Colorectal Cancer Type X,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C120084
C54062,Hereditary Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54062
C9479,Hereditary Malignant Neoplasm,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9479
C220637,Hereditary Mixed Polyposis Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C220637
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C120083
C14158,High Grade,N,Disease_Is_Grade,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C14158
C35960,High Mitotic Activity,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35960
C36493,High-Frequency Microsatellite Instability,N,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36493
C176985,Histology ICD-O Morphology Code,N,Has_GDC_Value|Is_Value_For_GDC_Property,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176985
C162258,Hypermutated Sample,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162258
C177621,ICD-O-3 Morphology Term Diagnosis Question,N,Has_GDC_Value|Is_Value_For_GDC_Property,association,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C177621
C63594,IFL Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63594
C63607,IFL-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63607
C63717,IFL-Douillard Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63717
C64191,IFL-FOLFIRI Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C64191
C77205,ING2 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C77205
C77206,ING2 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C77206
C153483,IROX-Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153483
C36118,In Situ Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36118
C36683,Inactivating APC Gene Mutation,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36683
C3138,Inflammatory Bowel Disease,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3138
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136257
C77207,Inhibitor of Growth Protein 2,N,Gene_Product_Malfunction_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C77207
C155862,Intermediate Grade Neuroendocrine Lesion,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155862
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C226752
C8360,Intestinal Metaplasia,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8360
C96063,Intestinal Neuroendocrine Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96063
C12736,Intestine,N,Disease_Has_Associated_Anatomic_Site|Disease_Has_Primary_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12736
C95397,Intramucosal Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C95397
C60663,Intramucosal Lesion,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60663
C9480,Invasive Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9480
C36117,Invasive Lesion,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36117
C153481,Irinotecan/Panitumumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153481
C153482,Irinotecan/Panitumumab/Vemurafenib Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153482
C136260,Irinotecan/Ramucirumab Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136260
C136259,Irinotecan/Ziv-aflibercept Regimen,N,Regimen_Has_Accepted_Use_For_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136259
C3143,Jaundice,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3143
C7754,Juvenile Polyposis Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7754
C25785,KRAS Gene,N,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C25785
C36665,KRAS Gene Amplification,N,Disease_May_Have_Molecular_Abnormality,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36665
C52546,KRAS wt Allele,N,Gene_Involved_In_Pathogenesis_Of_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52546
C3153,Krukenberg Tumor,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3153
C3780,Large Cell Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3780
C32926,Large Intestinal Mucosa,N,Disease_Has_Normal_Tissue_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32926
C32931,Large Intestinal Wall Tissue,N,Disease_Has_Normal_Tissue_Origin,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C32931
C12379,Large Intestine,N,Disease_Has_Associated_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12379
C36818,Large Osteoclastic Giant Cell,N,Disease_Excludes_Abnormal_Cell,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36818
C28065,Limited Stage,N,Disease_Is_Stage,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28065
C12392,Liver,N,Disease_Excludes_Primary_Anatomic_Site|Disease_Has_Associated_Anatomic_Site|Disease_Has_Metastatic_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12392
C216181,Localized Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C216181
C36162,Localized Disease,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36162
C168978,Locally Advanced Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168978
C153358,Locally Advanced Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153358
C154321,Locally Advanced Squamous Cell Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C154321
C202500,Locally Advanced Unresectable Digestive System Adenocarcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202500
C213714,Locally Advanced Unresectable Digestive System Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213714
C190194,Locally Recurrent Carcinoma,N,is_parent_of,hierarchy,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C190194
C176551,Locally Recurrent Disease,N,Disease_Excludes_Finding|Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176551
C36130,Low Grade Lesion,N,Disease_Has_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36130
C155864,Low Grade Neuroendocrine Lesion,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155864
C35961,Low Mitotic Activity,N,Disease_Excludes_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35961
C78438,Lower Gastrointestinal Hemorrhage,N,Disease_May_Have_Finding,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C78438
C12468,Lung,N,Disease_Excludes_Primary_Anatomic_Site|Disease_Has_Associated_Anatomic_Site|Disease_Has_Metastatic_Anatomic_Site,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12468
C6725,Lynch 1 Syndrome,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6725
C6726,Lynch 2 Syndrome,N,Disease_Has_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6726
C8494,Lynch Syndrome,N,Disease_Has_Associated_Disease|Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8494
C221744,MBD4-Associated Neoplasia Syndrome,N,Disease_May_Have_Associated_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221744
C17566,MCC Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17566
C54309,MCC wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54309
C80723,MIR124-1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80723
C82060,MIR124-1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82060
C80753,MIR126 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80753
C82070,MIR126 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82070
C80754,MIR127 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80754
C82072,MIR127 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82072
C81739,MIR143 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81739
C82095,MIR143 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82095
C81740,MIR145 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81740
C82097,MIR145 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82097
C80715,MIR17 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80715
C81888,MIR17 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81888
C81802,MIR342 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81802
C82187,MIR342 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82187
C81764,MIR34B Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81764
C81940,MIR34B wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81940
C81766,MIR34C Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81766
C81942,MIR34C wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81942
C80700,MIRLET7A1 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80700
C81825,MIRLET7A1 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81825
C80701,MIRLET7A3 Gene,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80701
C81826,MIRLET7A3 wt Allele,N,Gene_Associated_With_Disease,role,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81826
