concept_code,concept_name,term,term_type,synonym_type,source,source_code,sub_source,relation_types_to_colorectal_tree,relation_groups_to_colorectal_tree,is_preferred_candidate
C90529,AJCC v6 Stage,AJCC v6 Stage,NAME,Concept_Name,NCIt,,,Disease_Is_Stage,role,Y
C90529,AJCC v6 Stage,AJCC v6 Stage,PT,FULL_SYN,NCI,,,Disease_Is_Stage,role,Y
C90529,AJCC v6 Stage,AJCC v6 Stage,,Preferred_Name,,,,Disease_Is_Stage,role,Y
C90530,AJCC v7 Stage,AJCC v7 Stage,NAME,Concept_Name,NCIt,,,Disease_Is_Stage,role,Y
C90530,AJCC v7 Stage,AJCC v7 Stage,PT,FULL_SYN,NCI,,,Disease_Is_Stage,role,Y
C90530,AJCC v7 Stage,AJCC v7 Stage,,Preferred_Name,,,,Disease_Is_Stage,role,Y
C132248,AJCC v8 Stage,AJCC v8 Stage,NAME,Concept_Name,NCIt,,,Disease_Is_Stage,role,Y
C132248,AJCC v8 Stage,AJCC v8 Stage,PT,FULL_SYN,NCI,,,Disease_Is_Stage,role,Y
C132248,AJCC v8 Stage,AJCC v8 Stage,,Preferred_Name,,,,Disease_Is_Stage,role,Y
C17567,APC Gene,APC,PT,FULL_SYN,CCPS,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC,PT,FULL_SYN,GDC,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC,PT,FULL_SYN,HGNC,HGNC:583,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC,SY,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C17567,APC Gene,APC Gene,NAME,Concept_Name,NCIt,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC Gene,SY,FULL_SYN,caDSR,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C17567,APC Gene,APC Gene,DN,FULL_SYN,CTRP,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C17567,APC Gene,APC Gene,PT,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC Gene,,Display_Name,,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC Gene,,Preferred_Name,,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C17567,APC Gene,APC Regulator of WNT Signaling Pathway Gene,SY,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,Adenomatosis Polyposis Coli Gene,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,APC Regulator of WNT Signaling Pathway wt Allele,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,APC wt Allele,NAME,Concept_Name,NCIt,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C52458,APC wt Allele,APC wt Allele,DN,FULL_SYN,CTRP,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,APC wt Allele,PT,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C52458,APC wt Allele,APC wt Allele,,Display_Name,,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C52458,APC wt Allele,APC wt Allele,,Preferred_Name,,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C52458,APC wt Allele,"APC, WNT Signaling Pathway Regulator Gene",SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,BTPS2,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,DP2,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,DP2.5,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,DP3,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,FAP,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,FPC,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,GS,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,PPP1R46,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C52458,APC wt Allele,"Protein Phosphatase 1, Regulatory Subunit 46 Gene",SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C20763,AXIN2 Gene,Axin 2 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C20763,AXIN2 Gene,AXIN2,PT,FULL_SYN,GDC,,,Gene_Associated_With_Disease,role,Y
C20763,AXIN2 Gene,AXIN2,PT,FULL_SYN,HGNC,HGNC:904,,Gene_Associated_With_Disease,role,Y
C20763,AXIN2 Gene,AXIN2,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C20763,AXIN2 Gene,AXIN2 Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C20763,AXIN2 Gene,AXIN2 Gene,SY,FULL_SYN,caDSR,,,Gene_Associated_With_Disease,role,N
C20763,AXIN2 Gene,AXIN2 Gene,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C20763,AXIN2 Gene,AXIN2 Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C20763,AXIN2 Gene,AXIN2 Gene,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C20763,AXIN2 Gene,AXIN2 Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C52464,AXIN2 wt Allele,AXIL,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,"Axin 2 (Conductin, Axil) Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,Axin 2 wt Allele,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,AXIN2 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C52464,AXIN2 wt Allele,AXIN2 wt Allele,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,AXIN2 wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C52464,AXIN2 wt Allele,AXIN2 wt Allele,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C52464,AXIN2 wt Allele,AXIN2 wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C52464,AXIN2 wt Allele,AXIS Inhibitor 2 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,"Conductin, Mouse, Homolog of Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,DKFZp781B0869,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,MGC126582,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C52464,AXIN2 wt Allele,ODCRCS,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C220627,AXIN2-Associated Polyposis,AXIN2-Associated Polyposis,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C220627,AXIN2-Associated Polyposis,AXIN2-Associated Polyposis,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C220627,AXIN2-Associated Polyposis,AXIN2-Associated Polyposis,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C220627,AXIN2-Associated Polyposis,ODCRCS,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C220627,AXIN2-Associated Polyposis,Oligodontia-Colorectal Cancer Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C26682,Abdominal Pain,Abdominal Pain,NAME,Concept_Name,NCIt,,,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal pain,PT,FULL_SYN,ACC/AHA,,PCC,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal Pain,SY,FULL_SYN,caDSR,,,Disease_May_Have_Finding,role,N
C26682,Abdominal Pain,Abdominal pain,PT,FULL_SYN,CTCAE,E10460,,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal Pain,PT,FULL_SYN,FDA,1685,CDRH,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal Pain,PT,FULL_SYN,NCI,,,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal Pain,PT,FULL_SYN,NICHD,,,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal Pain,,Preferred_Name,,,,Disease_May_Have_Finding,role,Y
C26682,Abdominal Pain,Abdominal_pain,PT,FULL_SYN,SeroNet,,,Disease_May_Have_Finding,role,Y
C45659,Absence of Invasion,Absence of Invasion,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C45659,Absence of Invasion,Absence of Invasion,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C45659,Absence of Invasion,Absence of Invasion,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C61059,Adenine DNA Glycosylase,A/G-Specific Adenine DNA Glycosylase,DN,FULL_SYN,CTRP,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,A/G-Specific Adenine DNA Glycosylase,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,A/G-Specific Adenine DNA Glycosylase,,Display_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C61059,Adenine DNA Glycosylase,Adenine DNA Glycosylase,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C61059,Adenine DNA Glycosylase,Adenine DNA Glycosylase,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C61059,Adenine DNA Glycosylase,Adenine DNA Glycosylase,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C61059,Adenine DNA Glycosylase,EC 3.2.2.31,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,hMYH,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,MutY Homolog,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,MutY-Like Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,MUTYH,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C61059,Adenine DNA Glycosylase,MUTYH Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C36773,Adenocarcinoma Cell,Adenocarcinoma Cell,NAME,Concept_Name,NCIt,,,Disease_Has_Abnormal_Cell,role,Y
C36773,Adenocarcinoma Cell,Adenocarcinoma Cell,PT,FULL_SYN,NCI,,,Disease_Has_Abnormal_Cell,role,Y
C36773,Adenocarcinoma Cell,Adenocarcinoma Cell,,Preferred_Name,,,,Disease_Has_Abnormal_Cell,role,Y
C36773,Adenocarcinoma Cell,Malignant Glandular Cell,SY,FULL_SYN,NCI,,,Disease_Has_Abnormal_Cell,role,N
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,Adenocarcinoma Cell with Intracytoplasmic Mucin,NAME,Concept_Name,NCIt,,,Disease_Has_Abnormal_Cell,role,Y
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,Adenocarcinoma Cell with Intracytoplasmic Mucin,PT,FULL_SYN,NCI,,,Disease_Has_Abnormal_Cell,role,Y
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,Adenocarcinoma Cell with Intracytoplasmic Mucin,,Preferred_Name,,,,Disease_Has_Abnormal_Cell,role,Y
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,Mucinous Adenocarcinoma Cell,SY,FULL_SYN,NCI,,,Disease_Has_Abnormal_Cell,role,N
C7676,Adenocarcinoma in Adenomatous Polyp,Adenocarcinoma in Adenomatous Polyp,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C7676,Adenocarcinoma in Adenomatous Polyp,Adenocarcinoma in adenomatous polyp,PT,FULL_SYN,GDC,,,is_parent_of,hierarchy,Y
C7676,Adenocarcinoma in Adenomatous Polyp,Adenocarcinoma in Adenomatous Polyp,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C7676,Adenocarcinoma in Adenomatous Polyp,Adenocarcinoma in Adenomatous Polyp,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C7676,Adenocarcinoma in Adenomatous Polyp,Adenocarcinoma in Gastrointestinal Adenomatous Polyp,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C3764,Adenomatous Polyp,Adenomatous Polyp,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C3764,Adenomatous Polyp,Adenomatous Polyp,DN,FULL_SYN,CTRP,,,Disease_Has_Associated_Disease,role,N
C3764,Adenomatous Polyp,Adenomatous Polyp,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C3764,Adenomatous Polyp,Adenomatous Polyp,,Display_Name,,,,Disease_Has_Associated_Disease,role,Y
C3764,Adenomatous Polyp,Adenomatous Polyp,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C3764,Adenomatous Polyp,"Adenomatous polyp, NOS",PT,FULL_SYN,GDC,,,Disease_Has_Associated_Disease,role,Y
C3764,Adenomatous Polyp,Gastrointestinal Tract Adenomatous Polyp,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3764,Adenomatous Polyp,GI Tract Adenomatous Polyp,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3764,Adenomatous Polyp,Polypoid adenoma,SY,FULL_SYN,GDC,,,Disease_Has_Associated_Disease,role,N
C3764,Adenomatous Polyp,Polypoid Adenoma,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C159556,Advanced Adenocarcinoma,Advanced Adenocarcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C159556,Advanced Adenocarcinoma,Advanced Adenocarcinoma,DN,FULL_SYN,CTRP,,,is_parent_of,hierarchy,N
C159556,Advanced Adenocarcinoma,Advanced Adenocarcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C159556,Advanced Adenocarcinoma,Advanced Adenocarcinoma,,Display_Name,,,,is_parent_of,hierarchy,Y
C159556,Advanced Adenocarcinoma,Advanced Adenocarcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C156746,Advanced Digestive System Carcinoma,Advanced Digestive System Carcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C156746,Advanced Digestive System Carcinoma,Advanced Digestive System Carcinoma,DN,FULL_SYN,CTRP,,,is_parent_of,hierarchy,N
C156746,Advanced Digestive System Carcinoma,Advanced Digestive System Carcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C156746,Advanced Digestive System Carcinoma,Advanced Digestive System Carcinoma,,Display_Name,,,,is_parent_of,hierarchy,Y
C156746,Advanced Digestive System Carcinoma,Advanced Digestive System Carcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C162653,Advanced Squamous Cell Carcinoma,Advanced Squamous Cell Carcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C162653,Advanced Squamous Cell Carcinoma,Advanced Squamous Cell Carcinoma,DN,FULL_SYN,CTRP,,,is_parent_of,hierarchy,N
C162653,Advanced Squamous Cell Carcinoma,Advanced Squamous Cell Carcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C162653,Advanced Squamous Cell Carcinoma,Advanced Squamous Cell Carcinoma,,Display_Name,,,,is_parent_of,hierarchy,Y
C162653,Advanced Squamous Cell Carcinoma,Advanced Squamous Cell Carcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C36104,Aggressive Clinical Course,Aggressive Clinical Course,NAME,Concept_Name,NCIt,,,Disease_May_Have_Finding,role,Y
C36104,Aggressive Clinical Course,Aggressive Clinical Course,PT,FULL_SYN,NCI,,,Disease_May_Have_Finding,role,Y
C36104,Aggressive Clinical Course,Aggressive Clinical Course,,Preferred_Name,,,,Disease_May_Have_Finding,role,Y
C7477,Anal Canal Paget Disease,Anal Canal Paget Disease,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C7477,Anal Canal Paget Disease,Anal Canal Paget Disease,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C7477,Anal Canal Paget Disease,Anal Canal Paget Disease,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C7477,Anal Canal Paget Disease,Anal Canal Paget's Disease,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7477,Anal Canal Paget Disease,Paget Disease of the Anal Canal,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7477,Anal Canal Paget Disease,Paget's Disease of Anal Canal,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7477,Anal Canal Paget Disease,Paget's Disease of the Anal Canal,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7476,Anal Margin Paget Disease,Anal Margin Paget Disease,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C7476,Anal Margin Paget Disease,Anal Margin Paget Disease,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C7476,Anal Margin Paget Disease,Anal Margin Paget Disease,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C7476,Anal Margin Paget Disease,Anal Margin Paget's Disease,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7476,Anal Margin Paget Disease,Paget Disease of the Anal Margin,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7476,Anal Margin Paget Disease,Paget's Disease of the Anal Margin,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C7476,Anal Margin Paget Disease,Perianal Skin Paget's Disease,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C5598,Anal Paget Disease,Anal Paget Disease,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C5598,Anal Paget Disease,Anal Paget Disease,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C5598,Anal Paget Disease,Anal Paget Disease,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C5598,Anal Paget Disease,Anal Paget's Disease,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C5598,Anal Paget Disease,Paget Disease of the Anus,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C5598,Anal Paget Disease,Paget's Disease of Anus,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C5598,Anal Paget Disease,Paget's Disease of the Anus,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C36113,Anaplastic Lesion,Anaplasia,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C36113,Anaplastic Lesion,Anaplastic Change,SY,FULL_SYN,NCI,,,Disease_Has_Finding,role,N
C36113,Anaplastic Lesion,Anaplastic Lesion,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C36113,Anaplastic Lesion,Anaplastic Lesion,SY,FULL_SYN,caDSR,,,Disease_Has_Finding,role,N
C36113,Anaplastic Lesion,Anaplastic Lesion,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C36113,Anaplastic Lesion,Anaplastic Lesion,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C186102,Anorectal Area,Anorectal Area,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Anatomic_Site,role,Y
C186102,Anorectal Area,Anorectal Area,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Anatomic_Site,role,Y
C186102,Anorectal Area,Anorectal Area,,Preferred_Name,,,,Disease_Has_Associated_Anatomic_Site,role,Y
C186102,Anorectal Area,ANORECTUM,PT,FULL_SYN,CDISC,,,Disease_Has_Associated_Anatomic_Site,role,Y
C186102,Anorectal Area,Anorectum,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Anatomic_Site,role,N
C186102,Anorectal Area,anorectum,PT,FULL_SYN,UBERON,,,Disease_Has_Associated_Anatomic_Site,role,Y
C21574,Antigen Peptide Transporter 1,"ABC Transporter, MHC 1",SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Antigen Peptide Transporter 1,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21574,Antigen Peptide Transporter 1,Antigen Peptide Transporter 1,DN,FULL_SYN,CTRP,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Antigen Peptide Transporter 1,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21574,Antigen Peptide Transporter 1,Antigen Peptide Transporter 1,,Display_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21574,Antigen Peptide Transporter 1,Antigen Peptide Transporter 1,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C21574,Antigen Peptide Transporter 1,APT1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,ATP-Binding Cassette Sub-Family B Member 2,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,"ATP-Binding Cassette, Sub-Family B, Member 2",SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Peptide Supply Factor 1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Peptide Transporter Involved In Antigen Processing 1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Peptide Transporter PSF1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Peptide Transporter TAP1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,PSF-1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Really Interesting New Gene 4 Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,TAP1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,"Transporter 1, ATP-Binding Cassette, Sub-Family B",SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C21574,Antigen Peptide Transporter 1,Transporter Associated With Antigen Processing,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C6729,Attenuated Familial Adenomatous Polyposis,AAPC,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C6729,Attenuated Familial Adenomatous Polyposis,AFAP,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C6729,Attenuated Familial Adenomatous Polyposis,Attenuated Adenomatous Polyposis Coli,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C6729,Attenuated Familial Adenomatous Polyposis,Attenuated Familial Adenomatous Polyposis,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C6729,Attenuated Familial Adenomatous Polyposis,Attenuated Familial Adenomatous Polyposis,PT,FULL_SYN,CCPS,,,Disease_May_Have_Associated_Disease,role,Y
C6729,Attenuated Familial Adenomatous Polyposis,Attenuated Familial Adenomatous Polyposis,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C6729,Attenuated Familial Adenomatous Polyposis,Attenuated Familial Adenomatous Polyposis,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C6729,Attenuated Familial Adenomatous Polyposis,Hereditary Flat Adenoma Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C6729,Attenuated Familial Adenomatous Polyposis,HFAS,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C18324,BAX Gene,BAX,PT,FULL_SYN,HGNC,HGNC:959,,Gene_Associated_With_Disease,role,Y
C18324,BAX Gene,BAX,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C18324,BAX Gene,BAX Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C18324,BAX Gene,BAX Gene,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C18324,BAX Gene,BAX Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C18324,BAX Gene,BAX Gene,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C18324,BAX Gene,BAX Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C18324,BAX Gene,"BCL2 Associated X, Apoptosis Regulator Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49368,BAX wt Allele,BAX wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C49368,BAX wt Allele,BAX wt Allele,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C49368,BAX wt Allele,BAX wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C49368,BAX wt Allele,BAX wt Allele,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C49368,BAX wt Allele,BAX wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C49368,BAX wt Allele,BCL2 Associated X Protein Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49368,BAX wt Allele,"BCL2 Associated X, Apoptosis Regulator wt Allele",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49368,BAX wt Allele,BCL2-Associated X Protein Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49368,BAX wt Allele,BCL2L4,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
