concept_code,concept_name,term,term_type,synonym_type,source,source_code,sub_source,relation_types_to_colorectal_tree,relation_groups_to_colorectal_tree,is_preferred_candidate
C9479,Hereditary Malignant Neoplasm,Familial Cancer,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C9479,Hereditary Malignant Neoplasm,Familial Malignant Neoplasm,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C9479,Hereditary Malignant Neoplasm,Hereditary Cancer,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C9479,Hereditary Malignant Neoplasm,Hereditary Malignant Neoplasm,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C9479,Hereditary Malignant Neoplasm,Hereditary Malignant Neoplasm,PT,FULL_SYN,CPTAC,,,is_parent_of,hierarchy,Y
C9479,Hereditary Malignant Neoplasm,Hereditary Malignant Neoplasm,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C9479,Hereditary Malignant Neoplasm,Hereditary Malignant Neoplasm,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C220637,Hereditary Mixed Polyposis Syndrome,Hereditary Mixed Polyposis Syndrome,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C220637,Hereditary Mixed Polyposis Syndrome,Hereditary Mixed Polyposis Syndrome,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C220637,Hereditary Mixed Polyposis Syndrome,Hereditary Mixed Polyposis Syndrome,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C220637,Hereditary Mixed Polyposis Syndrome,HMPS,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Familial Nonpolyposis Colorectal Cancer Syndrome,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Non-polyposis Colon Cancer,PT,FULL_SYN,GDC,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,hereditary nonpolyposis colon cancer,PT,FULL_SYN,NCI-GLOSS,CDR0000044884,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer,,Display_Name,,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer (HNPCC),DN,FULL_SYN,CTRP,,,Disease_Has_Associated_Disease,role,N
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer Syndrome,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer Syndrome,PT,FULL_SYN,Cellosaurus,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer Syndrome,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,Hereditary Nonpolyposis Colorectal Cancer Syndrome,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,HNPCC,PT,FULL_SYN,NCI-GLOSS,CDR0000044410,,Disease_Has_Associated_Disease,role,Y
C120083,Hereditary Nonpolyposis Colorectal Cancer Syndrome,HNPCC,AB,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C14158,High Grade,High,PT,FULL_SYN,ICDC,,ICDC,Disease_Is_Grade,role,Y
C14158,High Grade,High Grade,NAME,Concept_Name,NCIt,,,Disease_Is_Grade,role,Y
C14158,High Grade,High Grade,SY,FULL_SYN,caDSR,,,Disease_Is_Grade,role,N
C14158,High Grade,High Grade,PT,FULL_SYN,GDC,,,Disease_Is_Grade,role,Y
C14158,High Grade,high grade,PT,FULL_SYN,NCI-GLOSS,CDR0000386205,,Disease_Is_Grade,role,Y
C14158,High Grade,High Grade,PT,FULL_SYN,NCI,,,Disease_Is_Grade,role,Y
C14158,High Grade,High Grade,,Display_Name,,,,Disease_Is_Grade,role,Y
C14158,High Grade,High Grade,,Preferred_Name,,,,Disease_Is_Grade,role,Y
C35960,High Mitotic Activity,High Mitotic Activity,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C35960,High Mitotic Activity,High Mitotic Activity,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C35960,High Mitotic Activity,High Mitotic Activity,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C36493,High-Frequency Microsatellite Instability,High,SY,FULL_SYN,CPTAC,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,N
C36493,High-Frequency Microsatellite Instability,High-Frequency Microsatellite Instability,NAME,Concept_Name,NCIt,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,Y
C36493,High-Frequency Microsatellite Instability,High-Frequency Microsatellite Instability,DN,FULL_SYN,CTRP,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,N
C36493,High-Frequency Microsatellite Instability,High-Frequency Microsatellite Instability,PT,FULL_SYN,NCI,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,Y
C36493,High-Frequency Microsatellite Instability,High-Frequency Microsatellite Instability,,Display_Name,,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,Y
C36493,High-Frequency Microsatellite Instability,High-Frequency Microsatellite Instability,,Preferred_Name,,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,Y
C36493,High-Frequency Microsatellite Instability,Microsatellite Instability High,SY,FULL_SYN,NCI,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,N
C36493,High-Frequency Microsatellite Instability,Microsatellite Instability-High,SY,FULL_SYN,NCI,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,N
C36493,High-Frequency Microsatellite Instability,MSI high,PT,FULL_SYN,CPTAC,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,Y
C36493,High-Frequency Microsatellite Instability,MSI-H,AB,FULL_SYN,NCI,,,Disease_Has_Molecular_Abnormality|Disease_May_Have_Molecular_Abnormality,role,N
C176985,Histology ICD-O Morphology Code,HIST_ICD_O_MORPH,PT,FULL_SYN,PCDC,,ALL,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C176985,Histology ICD-O Morphology Code,HIST_ICD_O_MORPH,PT,FULL_SYN,PCDC,,GCT,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C176985,Histology ICD-O Morphology Code,Histology ICD-O Morphology Code,NAME,Concept_Name,NCIt,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C176985,Histology ICD-O Morphology Code,Histology ICD-O Morphology Code,PT,FULL_SYN,NCI,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C176985,Histology ICD-O Morphology Code,Histology ICD-O Morphology Code,,Preferred_Name,,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C176985,Histology ICD-O Morphology Code,Morphology,SY,FULL_SYN,caDSR,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,N
C176985,Histology ICD-O Morphology Code,morphology,PT,FULL_SYN,GDC,VAR,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C162258,Hypermutated Sample,Hypermutated Sample,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C162258,Hypermutated Sample,Hypermutated Sample,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C162258,Hypermutated Sample,Hypermutated Sample,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C177621,ICD-O-3 Morphology Term Diagnosis Question,ICD-O-3 Morphology Term Diagnosis Question,NAME,Concept_Name,NCIt,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C177621,ICD-O-3 Morphology Term Diagnosis Question,ICD-O-3 Morphology Term Diagnosis Question,PT,FULL_SYN,NCI,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C177621,ICD-O-3 Morphology Term Diagnosis Question,ICD-O-3 Morphology Term Diagnosis Question,,Preferred_Name,,,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C177621,ICD-O-3 Morphology Term Diagnosis Question,primary diagnosis,SY,FULL_SYN,GDC,VAR,,Has_GDC_Value|Is_Value_For_GDC_Property,association,N
C177621,ICD-O-3 Morphology Term Diagnosis Question,primary_diagnosis,PT,FULL_SYN,GDC,VAR,,Has_GDC_Value|Is_Value_For_GDC_Property,association,Y
C63594,IFL Regimen,IFL,PT,FULL_SYN,HemOnc,14809,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63594,IFL Regimen,IFL,PT,FULL_SYN,SEER,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63594,IFL Regimen,IFL Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63594,IFL Regimen,IFL Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63594,IFL Regimen,IFL Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63594,IFL Regimen,IFL-Modified Saltz Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63594,IFL Regimen,IFL-Saltz Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63594,IFL Regimen,Irinotecan-Fluorouracil-Leucovorin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63594,IFL Regimen,Irinotecan/Fluorouracil/Leucovorin,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab,PT,FULL_SYN,HemOnc,14834,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-adcd,PT,FULL_SYN,HemOnc,127180,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-awwb,PT,FULL_SYN,HemOnc,127254,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-aybi,PT,FULL_SYN,HemOnc,127328,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-bvzr,PT,FULL_SYN,HemOnc,127402,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-equi,PT,FULL_SYN,HemOnc,127476,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-maly,PT,FULL_SYN,HemOnc,127550,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-onbe,PT,FULL_SYN,HemOnc,127624,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL and Bevacizumab-tnjn,PT,FULL_SYN,HemOnc,143797,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL-Avastin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63607,IFL-Bevacizumab Regimen,IFL-Bevacizumab Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL-Bevacizumab Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,IFL-Bevacizumab Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63607,IFL-Bevacizumab Regimen,Irinotecan-Fluorouracil-Leucovorin-Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63607,IFL-Bevacizumab Regimen,Irinotecan/Fluorouracil/Leucovorin/Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63717,IFL-Douillard Regimen,Douillard Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C63717,IFL-Douillard Regimen,IFL-Douillard Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63717,IFL-Douillard Regimen,IFL-Douillard Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63717,IFL-Douillard Regimen,IFL-Douillard Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C63717,IFL-Douillard Regimen,Irinotecan-Fluorouracil-Leucovorin Douillard Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C64191,IFL-FOLFIRI Regimen,IFL-FOLFIRI Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C64191,IFL-FOLFIRI Regimen,IFL-FOLFIRI Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C64191,IFL-FOLFIRI Regimen,IFL-FOLFIRI Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C64191,IFL-FOLFIRI Regimen,Irinotecan-Fluorouracil-Leucovorin FOLFIRI Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C77205,ING2 Gene,ING2,PT,FULL_SYN,HGNC,HGNC:6063,,Gene_Associated_With_Disease,role,Y
C77205,ING2 Gene,ING2,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C77205,ING2 Gene,ING2 Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C77205,ING2 Gene,ING2 Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C77205,ING2 Gene,ING2 Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C77205,ING2 Gene,"Inhibitor of Growth Family, Member 2 Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C77206,ING2 wt Allele,ING1L,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C77206,ING2 wt Allele,ING2 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C77206,ING2 wt Allele,ING2 wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C77206,ING2 wt Allele,ING2 wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C77206,ING2 wt Allele,"Inhibitor of Growth Family, Member 1-Like Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C77206,ING2 wt Allele,"Inhibitor of Growth Family, Member 2 wt Allele",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C77206,ING2 wt Allele,p33ING2,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C153483,IROX-Bevacizumab Regimen,Bevacizumab-Irinotecan-Oxaliplatin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,Bevacizumab/Irinotecan/Oxaliplatin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,IROX (Irinotecan/Oxaliplatin) + Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,IROX + Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,IROX + Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,IROX Plus Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,IROX-Bevacizumab Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153483,IROX-Bevacizumab Regimen,IROX-Bevacizumab Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153483,IROX-Bevacizumab Regimen,IROX-Bevacizumab Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C153483,IROX-Bevacizumab Regimen,IROX/Bev,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C153483,IROX-Bevacizumab Regimen,Oxaliplatin/Irinotecan + Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C36118,In Situ Lesion,In Situ Lesion,NAME,Concept_Name,NCIt,,,Disease_Has_Finding,role,Y
C36118,In Situ Lesion,In Situ Lesion,PT,FULL_SYN,NCI,,,Disease_Has_Finding,role,Y
C36118,In Situ Lesion,In Situ Lesion,,Preferred_Name,,,,Disease_Has_Finding,role,Y
C36118,In Situ Lesion,In Situ Neoplasm,SY,FULL_SYN,caDSR,,,Disease_Has_Finding,role,N
C36683,Inactivating APC Gene Mutation,APC Gene Inactivation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Inactivating Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Inactivating Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Loss of Function Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Loss of Function Mutation,DN,FULL_SYN,CTRP,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Loss of Function Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,APC Loss of Function Mutation,,Display_Name,,,,Disease_May_Have_Molecular_Abnormality,role,Y
C36683,Inactivating APC Gene Mutation,APC Tumor-Suppressor Gene Inactivation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating Adenomatosis Polyposis Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating APC Gene Mutation,NAME,Concept_Name,NCIt,,,Disease_May_Have_Molecular_Abnormality,role,Y
C36683,Inactivating APC Gene Mutation,Inactivating APC Gene Mutation,PT,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,Y
C36683,Inactivating APC Gene Mutation,Inactivating APC Gene Mutation,,Preferred_Name,,,,Disease_May_Have_Molecular_Abnormality,role,Y
C36683,Inactivating APC Gene Mutation,Inactivating APC Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,"Inactivating APC, WNT Signaling Pathway Regulator Gene Mutation",SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating BTPS2 Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating FAP Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating FPC Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C36683,Inactivating APC Gene Mutation,Inactivating PPP1R46 Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C3138,Inflammatory Bowel Disease,Autoimmune Bowel Disorder,SY,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3138,Inflammatory Bowel Disease,IBD,AB,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,N
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,NAME,Concept_Name,NCIt,,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,PT,FULL_SYN,GDC,,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,inflammatory bowel disease,PT,FULL_SYN,NCI-GLOSS,CDR0000045737,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,PT,FULL_SYN,NCI,,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,PT,FULL_SYN,NICHD,,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,,Preferred_Name,,,,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,PT,FULL_SYN,PCDC,,HL,Disease_Has_Associated_Disease,role,Y
C3138,Inflammatory Bowel Disease,Inflammatory Bowel Disease,PT,FULL_SYN,SeroNet,,,Disease_Has_Associated_Disease,role,Y
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional 5-FU/LV Plus Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil-Leucovorin-Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/Leucovorin Plus Avastin,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/leucovorin Plus Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/Leucovorin/Avastin,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C77207,Inhibitor of Growth Protein 2,ING1Lp,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C77207,Inhibitor of Growth Protein 2,Inhibitor of Growth 1-Like Protein,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C77207,Inhibitor of Growth Protein 2,Inhibitor of Growth Protein 2,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C77207,Inhibitor of Growth Protein 2,Inhibitor of Growth Protein 2,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C77207,Inhibitor of Growth Protein 2,Inhibitor of Growth Protein 2,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C77207,Inhibitor of Growth Protein 2,p32,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C77207,Inhibitor of Growth Protein 2,p33ING2,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C155862,Intermediate Grade Neuroendocrine Lesion,Intermediate Grade Neuroendocrine Lesion,NAME,Concept_Name,NCIt,,,Disease_Excludes_Finding,role,Y
C155862,Intermediate Grade Neuroendocrine Lesion,Intermediate Grade Neuroendocrine Lesion,PT,FULL_SYN,NCI,,,Disease_Excludes_Finding,role,Y
C155862,Intermediate Grade Neuroendocrine Lesion,Intermediate Grade Neuroendocrine Lesion,,Preferred_Name,,,,Disease_Excludes_Finding,role,Y
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,Intestinal LGTGA,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,Intestinal Low Grade Tubuloglandular Adenocarcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,Intestinal Low Grade Tubuloglandular Adenocarcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,Intestinal Low Grade Tubuloglandular Adenocarcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C226752,Intestinal Low Grade Tubuloglandular Adenocarcinoma,Intestinal Low-Grade Tubuloglandular Adenocarcinoma,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C8360,Intestinal Metaplasia,Intestinal Metaplasia,NAME,Concept_Name,NCIt,,,Disease_Excludes_Finding,role,Y
C8360,Intestinal Metaplasia,Intestinal Metaplasia,PT,FULL_SYN,GDC,,,Disease_Excludes_Finding,role,Y
C8360,Intestinal Metaplasia,Intestinal metaplasia,SY,FULL_SYN,GDC,,,Disease_Excludes_Finding,role,N
C8360,Intestinal Metaplasia,Intestinal Metaplasia,PT,FULL_SYN,NCI,,,Disease_Excludes_Finding,role,Y
C8360,Intestinal Metaplasia,Intestinal Metaplasia,,Preferred_Name,,,,Disease_Excludes_Finding,role,Y
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal High Grade Neuroendocrine Carcinoma,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal NEC,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal Neuroendocrine Carcinoma,NAME,Concept_Name,NCIt,,,is_parent_of,hierarchy,Y
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal Neuroendocrine Carcinoma,PT,FULL_SYN,NCI,,,is_parent_of,hierarchy,Y
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal Neuroendocrine Carcinoma,,Preferred_Name,,,,is_parent_of,hierarchy,Y
C96063,Intestinal Neuroendocrine Carcinoma,Intestinal Poorly Differentiated Endocrine Carcinoma,SY,FULL_SYN,NCI,,,is_parent_of,hierarchy,N
