source_code,source_name,relation_code,relation_type,target_code,target_name,relation_group,direction
C156097,Metastatic Colon Carcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C156097,Metastatic Colon Carcinoma,R108,Disease_Has_Finding,C40557,Metastatic Disease,role,out
C156097,Metastatic Colon Carcinoma,R108,Disease_Has_Finding,C41444,Secondary Lesion,role,out
C156097,Metastatic Colon Carcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C156097,Metastatic Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C156097,Metastatic Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C156097,Metastatic Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12382,Colon,role,out
C156097,Metastatic Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C156097,Metastatic Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C156097,Metastatic Colon Carcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C156097,Metastatic Colon Carcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C156097,Metastatic Colon Carcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C156097,Metastatic Colon Carcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C156097,Metastatic Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C156097,Metastatic Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C156097,Metastatic Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C156097,Metastatic Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C156097,Metastatic Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C167238,Advanced Colon Carcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C167238,Advanced Colon Carcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C36309,Colon Carcinoma Metastatic in the Liver,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C36309,Colon Carcinoma Metastatic in the Liver,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C89815,Colon Carcinoma Metastatic in the Lung,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C89815,Colon Carcinoma Metastatic in the Lung,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C170910,Locally Advanced Colon Carcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C170910,Locally Advanced Colon Carcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C160819,Metastatic Colon Adenocarcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C160819,Metastatic Colon Adenocarcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C178268,Metastatic Microsatellite Stable Colon Carcinoma,hierarchy,parent_to_child
C156097,Metastatic Colon Carcinoma,is_parent_of,is_parent_of,C178268,Metastatic Microsatellite Stable Colon Carcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,A8,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out
C161048,Metastatic Colorectal Adenocarcinoma,A8,Concept_In_Subset,C116977,CTRP Terminology,association,out
C161048,Metastatic Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36773,Adenocarcinoma Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R108,Disease_Has_Finding,C40557,Metastatic Disease,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R108,Disease_Has_Finding,C41444,Secondary Lesion,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C33923,Glandular Cell,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C43370,Glandular Epithelium,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C161048,Metastatic Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C166257,Advanced Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C166257,Advanced Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C157355,Colorectal Adenocarcinoma Metastatic in the Liver,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C157355,Colorectal Adenocarcinoma Metastatic in the Liver,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C190413,Locally Advanced Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C190413,Locally Advanced Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C160819,Metastatic Colon Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C160819,Metastatic Colon Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C162273,Metastatic Colorectal Mucinous Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C162273,Metastatic Colorectal Mucinous Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C160820,Metastatic Rectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C160820,Metastatic Rectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C212108,Metastatic Resectable Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C212108,Metastatic Resectable Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C213230,Refractory Metastatic Colorectal Adenocarcinoma,hierarchy,parent_to_child
C161048,Metastatic Colorectal Adenocarcinoma,is_parent_of,is_parent_of,C213230,Refractory Metastatic Colorectal Adenocarcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,A8,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out
C156096,Metastatic Colorectal Carcinoma,A8,Concept_In_Subset,C116977,CTRP Terminology,association,out
C156096,Metastatic Colorectal Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C156096,Metastatic Colorectal Carcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C156096,Metastatic Colorectal Carcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C156096,Metastatic Colorectal Carcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C156096,Metastatic Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C156096,Metastatic Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C156096,Metastatic Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C156096,Metastatic Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C156096,Metastatic Colorectal Carcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C156096,Metastatic Colorectal Carcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C156096,Metastatic Colorectal Carcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C156096,Metastatic Colorectal Carcinoma,R108,Disease_Has_Finding,C40557,Metastatic Disease,role,out
C156096,Metastatic Colorectal Carcinoma,R108,Disease_Has_Finding,C41444,Secondary Lesion,role,out
C156096,Metastatic Colorectal Carcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C156096,Metastatic Colorectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C156096,Metastatic Colorectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C156096,Metastatic Colorectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C156096,Metastatic Colorectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C156096,Metastatic Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C156096,Metastatic Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C156096,Metastatic Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C156096,Metastatic Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C156096,Metastatic Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C156096,Metastatic Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C156096,Metastatic Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C156096,Metastatic Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C156096,Metastatic Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C162475,Advanced Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C162475,Advanced Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C157366,Colorectal Carcinoma Metastatic in the Liver,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C157366,Colorectal Carcinoma Metastatic in the Liver,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C153224,Colorectal Carcinoma Metastatic in the Lung,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C153224,Colorectal Carcinoma Metastatic in the Lung,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C162766,Locally Advanced Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C162766,Locally Advanced Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C209752,Metastatic Childhood Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C209752,Metastatic Childhood Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C156097,Metastatic Colon Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C156097,Metastatic Colon Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C161048,Metastatic Colorectal Adenocarcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C161048,Metastatic Colorectal Adenocarcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C142867,Metastatic Microsatellite Stable Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C142867,Metastatic Microsatellite Stable Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C218466,Metastatic Mismatch Repair Proficient Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C218466,Metastatic Mismatch Repair Proficient Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C156098,Metastatic Rectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C156098,Metastatic Rectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C211028,Metastatic Unresectable Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C211028,Metastatic Unresectable Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C185165,Oligometastatic Colorectal Carcinoma,hierarchy,parent_to_child
C156096,Metastatic Colorectal Carcinoma,is_parent_of,is_parent_of,C185165,Oligometastatic Colorectal Carcinoma,hierarchy,parent_to_child
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,A8,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,A8,Concept_In_Subset,C116977,CTRP Terminology,association,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37114,Neoplastic Serous Epithelial Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37115,Serous Adenocarcinoma Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36773,Adenocarcinoma Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C37116,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C40557,Metastatic Disease,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C38768,Mucinous Differentiation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C35999,Mucoid Stroma Formation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C41444,Secondary Lesion,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C33923,Glandular Cell,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C43370,Glandular Epithelium,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C26682,Abdominal Pain,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C37930,Constipation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C187404,Extracellular Mucin Present,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C3038,Fever,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C35999,Mucoid Stroma Formation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C3445,Weight Loss,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C162273,Metastatic Colorectal Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C133839,Metastatic Digestive System Carcinoma,is_parent_of,is_parent_of,C156096,Metastatic Colorectal Carcinoma,hierarchy,parent_to_child
C162780,Metastatic Malignant Colorectal Neoplasm,is_parent_of,is_parent_of,C156096,Metastatic Colorectal Carcinoma,hierarchy,parent_to_child
C178268,Metastatic Microsatellite Stable Colon Carcinoma,A8,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out
C178268,Metastatic Microsatellite Stable Colon Carcinoma,A8,Concept_In_Subset,C116977,CTRP Terminology,association,out
C178268,Metastatic Microsatellite Stable Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C178268,Metastatic Microsatellite Stable Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C178268,Metastatic Microsatellite Stable Colon Carcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C178268,Metastatic Microsatellite Stable Colon Carcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
