source_code,source_name,relation_code,relation_type,target_code,target_name,relation_group,direction
C60641,Colon Medullary Carcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C60641,Colon Medullary Carcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C60641,Colon Medullary Carcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C60641,Colon Medullary Carcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C60641,Colon Medullary Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C60641,Colon Medullary Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C60641,Colon Medullary Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C60641,Colon Medullary Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C60641,Colon Medullary Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C96492,Colon Micropapillary Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C96492,Colon Micropapillary Adenocarcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C96492,Colon Micropapillary Adenocarcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C96492,Colon Micropapillary Adenocarcinoma,R142,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out
C96492,Colon Micropapillary Adenocarcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36773,Adenocarcinoma Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12382,Colon,role,out
C96492,Colon Micropapillary Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C96492,Colon Micropapillary Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C96492,Colon Micropapillary Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C96492,Colon Micropapillary Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C96492,Colon Micropapillary Adenocarcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C96492,Colon Micropapillary Adenocarcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C96492,Colon Micropapillary Adenocarcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C96492,Colon Micropapillary Adenocarcinoma,R108,Disease_Has_Finding,C36181,Micropapillary Growth Pattern,role,out
C96492,Colon Micropapillary Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C33923,Glandular Cell,role,out
C96492,Colon Micropapillary Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C96492,Colon Micropapillary Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C43370,Glandular Epithelium,role,out
C96492,Colon Micropapillary Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C96492,Colon Micropapillary Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12382,Colon,role,out
C96492,Colon Micropapillary Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C96492,Colon Micropapillary Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C96492,Colon Micropapillary Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C96492,Colon Micropapillary Adenocarcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C96492,Colon Micropapillary Adenocarcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C96492,Colon Micropapillary Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C96492,Colon Micropapillary Adenocarcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C96492,Colon Micropapillary Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C96492,Colon Micropapillary Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C96492,Colon Micropapillary Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C96492,Colon Micropapillary Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C96492,Colon Micropapillary Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,A8,Concept_In_Subset,C126659,NCIt Neoplasm Core Terminology,association,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36773,Adenocarcinoma Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12382,Colon,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R108,Disease_Has_Finding,C36131,Moderately Differentiated Lesion,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C33923,Glandular Cell,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C43370,Glandular Epithelium,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12382,Colon,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R110,Disease_Is_Grade,C28078,Grade 2,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R115,Disease_May_Have_Finding,C26682,Abdominal Pain,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R115,Disease_May_Have_Finding,C37930,Constipation,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R115,Disease_May_Have_Finding,C3038,Fever,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R115,Disease_May_Have_Finding,C3445,Weight Loss,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C9453,Colon Moderately Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C7966,Colon Mucinous Adenocarcinoma,A8,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out
C7966,Colon Mucinous Adenocarcinoma,A8,Concept_In_Subset,C116977,CTRP Terminology,association,out
C7966,Colon Mucinous Adenocarcinoma,A8,Concept_In_Subset,C165258,Cellosaurus Disease Terminology,association,out
C7966,Colon Mucinous Adenocarcinoma,A8,Concept_In_Subset,C126659,NCIt Neoplasm Core Terminology,association,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37114,Neoplastic Serous Epithelial Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37115,Serous Adenocarcinoma Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C7966,Colon Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C7966,Colon Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C7966,Colon Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out
C7966,Colon Mucinous Adenocarcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36773,Adenocarcinoma Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C37116,Neoplastic Epithelial Cell with Intracytoplasmic Mucin,role,out
C7966,Colon Mucinous Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12382,Colon,role,out
C7966,Colon Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C7966,Colon Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C7966,Colon Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C7966,Colon Mucinous Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C7966,Colon Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C7966,Colon Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C7966,Colon Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C7966,Colon Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C38768,Mucinous Differentiation,role,out
C7966,Colon Mucinous Adenocarcinoma,R108,Disease_Has_Finding,C35999,Mucoid Stroma Formation,role,out
C7966,Colon Mucinous Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,C33923,Glandular Cell,role,out
C7966,Colon Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C7966,Colon Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C43370,Glandular Epithelium,role,out
C7966,Colon Mucinous Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C7966,Colon Mucinous Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12382,Colon,role,out
C7966,Colon Mucinous Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C7966,Colon Mucinous Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C7966,Colon Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C7966,Colon Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C7966,Colon Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C7966,Colon Mucinous Adenocarcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C26682,Abdominal Pain,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C37930,Constipation,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C187404,Extracellular Mucin Present,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C3038,Fever,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C78438,Lower Gastrointestinal Hemorrhage,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C35999,Mucoid Stroma Formation,role,out
C7966,Colon Mucinous Adenocarcinoma,R115,Disease_May_Have_Finding,C3445,Weight Loss,role,out
C7966,Colon Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C7966,Colon Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C7966,Colon Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C7966,Colon Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C7966,Colon Mucinous Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C203384,Colon Neuroendocrine Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C36818,Large Osteoclastic Giant Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C37088,Neoplastic Endothelial Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
C203384,Colon Neuroendocrine Carcinoma,R142,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out
C203384,Colon Neuroendocrine Carcinoma,R142,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out
C203384,Colon Neuroendocrine Carcinoma,R142,Disease_Excludes_Finding,C35961,Low Mitotic Activity,role,out
C203384,Colon Neuroendocrine Carcinoma,R142,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out
C203384,Colon Neuroendocrine Carcinoma,R138,Disease_Excludes_Normal_Cell_Origin,C12865,Endothelial Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R135,Disease_Excludes_Primary_Anatomic_Site,C12468,Lung,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C12917,Malignant Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C36929,Malignant Endocrine Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C36779,Malignant Epithelial Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C36825,Malignant Neuroendocrine Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C12922,Neoplastic Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C36753,Neoplastic Epithelial Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R105,Disease_Has_Abnormal_Cell,C36761,Neoplastic Neuroendocrine Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12382,Colon,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C54189,Colorectal Region,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12378,Digestive System,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12704,Endocrine Gland,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12705,Endocrine System,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12736,Intestine,role,out
C203384,Colon Neuroendocrine Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,C12379,Large Intestine,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C54172,Carcinomatous Component Present,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C188014,Endocrine Differentiation,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C53596,Epithelial Component Present,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C207031,Expression of Neuroendocrine Markers Present,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C35960,High Mitotic Activity,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C36115,Malignant Cellular Infiltrate,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C43574,Neuroendocrine Differentiation,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C155863,Poorly Differentiated Neuroendocrine Lesion,role,out
C203384,Colon Neuroendocrine Carcinoma,R108,Disease_Has_Finding,C8329,Severe Cytologic Atypia,role,out
C203384,Colon Neuroendocrine Carcinoma,R104,Disease_Has_Normal_Cell_Origin,C32506,Endocrine Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R104,Disease_Has_Normal_Cell_Origin,C12573,Endocrine Cell of the Digestive System,role,out
C203384,Colon Neuroendocrine Carcinoma,R104,Disease_Has_Normal_Cell_Origin,C12578,Epithelial Cell,role,out
C203384,Colon Neuroendocrine Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C45714,Epithelial Tissue,role,out
C203384,Colon Neuroendocrine Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32926,Large Intestinal Mucosa,role,out
C203384,Colon Neuroendocrine Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,C32931,Large Intestinal Wall Tissue,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12382,Colon,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C54189,Colorectal Region,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12378,Digestive System,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12704,Endocrine Gland,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12705,Endocrine System,role,out
C203384,Colon Neuroendocrine Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,C12736,Intestine,role,out
C203384,Colon Neuroendocrine Carcinoma,R110,Disease_Is_Grade,C14158,High Grade,role,out
C203384,Colon Neuroendocrine Carcinoma,R176,Disease_Mapped_To_Gene,C17567,APC Gene,role,out
C203384,Colon Neuroendocrine Carcinoma,R176,Disease_Mapped_To_Gene,C18363,BRAF Gene,role,out
C203384,Colon Neuroendocrine Carcinoma,R176,Disease_Mapped_To_Gene,C25785,KRAS Gene,role,out
C203384,Colon Neuroendocrine Carcinoma,R176,Disease_Mapped_To_Gene,C17359,TP53 Gene,role,out
C203384,Colon Neuroendocrine Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C40430,BRAF Gene Mutation,role,out
C203384,Colon Neuroendocrine Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36683,Inactivating APC Gene Mutation,role,out
C203384,Colon Neuroendocrine Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36665,KRAS Gene Amplification,role,out
C203384,Colon Neuroendocrine Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C43597,MYC Gene Mutation,role,out
C203384,Colon Neuroendocrine Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,C36329,TP53 Gene Inactivation,role,out
C203384,Colon Neuroendocrine Carcinoma,is_parent_of,is_parent_of,C170977,Colon Large Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child
C203384,Colon Neuroendocrine Carcinoma,is_parent_of,is_parent_of,C170977,Colon Large Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child
C203384,Colon Neuroendocrine Carcinoma,is_parent_of,is_parent_of,C6761,Colon Small Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child
C203384,Colon Neuroendocrine Carcinoma,is_parent_of,is_parent_of,C6761,Colon Small Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child
C5697,Colon Neuroendocrine Neoplasm,is_parent_of,is_parent_of,C203384,Colon Neuroendocrine Carcinoma,hierarchy,parent_to_child
C9454,Colon Poorly Differentiated Adenocarcinoma,A8,Concept_In_Subset,C126659,NCIt Neoplasm Core Terminology,association,out
C9454,Colon Poorly Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out
C9454,Colon Poorly Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out
C9454,Colon Poorly Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out
C9454,Colon Poorly Differentiated Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out
C9454,Colon Poorly Differentiated Adenocarcinoma,R142,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out
