code,name,active,concept_status,semantic_types,umls_cui,relation_types,relation_groups,definitions,synonym_count,nci_url
C90529,AJCC v6 Stage,True,DEFAULT,Classification,C2983725,Disease_Is_Stage,role,A cancer stage defined according to the AJCC 6th edition criteria.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90529
C90530,AJCC v7 Stage,True,DEFAULT,Classification,C2983726,Disease_Is_Stage,role,A cancer stage defined according to the AJCC 7th edition criteria.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C90530
C132248,AJCC v8 Stage,True,DEFAULT,Classification,,Disease_Is_Stage,role,A cancer stage defined according to the AJCC 8th edition criteria.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C132248
C17567,APC Gene,True,DEFAULT,Gene or Genome,C0162832,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,This gene plays a role in signal transduction. It is involved in both adhesion and migration of cells.,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17567
C52458,APC wt Allele,True,DEFAULT,Gene or Genome,C1705766,Gene_Involved_In_Pathogenesis_Of_Disease,role,"Human APC wild-type allele is located within 5q21-q22 and is approximately 108 kb in length. This allele, which encodes adenomatosis polyposis coli protein, is involved in the progression of Wnt protein mediated signaling. Mutations in this gene are associated with familial adenomatous polyposis, an autosomal dominant pre-malignant disease that usually progresses to malignancy.",16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52458
C20763,AXIN2 Gene,True,DEFAULT,Gene or Genome,C1332126,Gene_Associated_With_Disease,role,This gene is involved in signal transduction and plays a role in development.,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20763
C52464,AXIN2 wt Allele,True,DEFAULT,Gene or Genome,C1705716,Gene_Associated_With_Disease,role,"Human AXIN2 wild-type allele is located within 17q23-q24 and is approximately 33 kb in length. This allele, which encodes axin-2 protein, plays a role in the inhibition of the Wnt protein signaling pathway.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C52464
C220627,AXIN2-Associated Polyposis,True,DEFAULT,Disease or Syndrome,C1837750,Disease_May_Have_Associated_Disease,role,A rare autosomal dominant syndrome caused by constitutional (germline) loss-of-function variants in AXIN2 gene. It is characterized by the presence of multiple colorectal adenomatous polyps and an increased risk of colorectal carcinoma. Oligodontia and ectodermal dysplasia may or may not be present.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C220627
C26682,Abdominal Pain,True,DEFAULT,Sign or Symptom,C3553274,Disease_May_Have_Finding,role,A disorder characterized by a sensation of marked discomfort in the abdominal region. | Discomfort in the central region of the body located between the chest and the groin. | Painful sensation in the abdominal region. | The sensation of discomfort in the abdominal region.,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C26682
C45659,Absence of Invasion,True,DEFAULT,Finding,C1706685,Disease_Has_Finding,role,A finding indicating the absence of invasion in a sample.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C45659
C61059,Adenine DNA Glycosylase,True,DEFAULT,"Amino Acid, Peptide, or Protein|Enzyme",C1879506,Gene_Product_Malfunction_Associated_With_Disease,role,"Adenine DNA glycosylase protein (546 aa, ~60 kDa) is encoded by the human MUTYH gene. This nuclear enzyme plays a role in mismatch repair via the removal of mutagenic adenine/8-oxo-guanine.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C61059
C36773,Adenocarcinoma Cell,True,DEFAULT,Cell,C1510779,Disease_Has_Abnormal_Cell,role,,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36773
C37117,Adenocarcinoma Cell with Intracytoplasmic Mucin,True,DEFAULT,Cell,C1513713,Disease_Has_Abnormal_Cell,role,,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37117
C7676,Adenocarcinoma in Adenomatous Polyp,True,DEFAULT,Neoplastic Process,C1321861,is_parent_of,hierarchy,An adenocarcinoma that arises from an adenomatous polyp.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7676
C3764,Adenomatous Polyp,True,DEFAULT,Neoplastic Process,C0206677,Disease_Has_Associated_Disease,role,A polypoid neoplasm that arises from the glandular epithelium of the gastrointestinal tract. There is a proliferation of glandular cells that may display dysplastic cytologic features. Representative examples include the adenomatous polyps of the colon and rectum.,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3764
C159556,Advanced Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,An adenocarcinoma that has spread extensively to other anatomic sites or is no longer responding to treatment.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C159556
C156746,Advanced Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,Digestive system carcinoma that has spread extensively to other anatomic sites or is no longer responding to treatment.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156746
C162653,Advanced Squamous Cell Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A squamous cell carcinoma that has spread extensively to other anatomic sites or is no longer responding to treatment.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C162653
C36104,Aggressive Clinical Course,True,DEFAULT,Finding,C1332223,Disease_May_Have_Finding,role,A finding indicating that a disease has an aggressive clinical outcome.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36104
C7477,Anal Canal Paget Disease,True,DEFAULT,Neoplastic Process,C1332261,Disease_May_Have_Associated_Disease,role,Paget disease involving the squamous epithelium of the anal canal.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7477
C7476,Anal Margin Paget Disease,True,DEFAULT,Neoplastic Process,C1332270,Disease_May_Have_Associated_Disease,role,Paget disease involving the perianal skin.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7476
C5598,Anal Paget Disease,True,DEFAULT,Neoplastic Process,C1332274,Disease_May_Have_Associated_Disease,role,"A slowly spreading, erythematous eczematoid plaque in the anal region.  Histologically, the basal part or whole thickness of the squamous epithelium is infiltrated by large cells with abundant pale cytoplasm and large nuclei.  Half of the cases are associated with an internal malignancy, most often a colorectal adenocarcinoma.  The other half of the cases, have a high local recurrence rate and they may become invasive (WHO).",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5598
C36113,Anaplastic Lesion,True,DEFAULT,Finding,C0002793,Disease_Has_Finding,role,"A morphologic finding indicating the presence of a malignant cellular infiltrate characterized by the presence of large pleomorphic cells, necrosis, and high mitotic activity in a tissue sample.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36113
C186102,Anorectal Area,True,DEFAULT,"Body Part, Organ, or Organ Component",,Disease_Has_Associated_Anatomic_Site,role,"A subdivision of the digestive tract in humans that includes the rectum, the anal canal and the anus. | The distal portion of the gastrointestinal tract that includes the anal canal and rectum.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C186102
C21574,Antigen Peptide Transporter 1,True,DEFAULT,"Amino Acid, Peptide, or Protein|Enzyme",C0140599,Gene_Product_Malfunction_Associated_With_Disease,role,"Antigen peptide transporter 1 (808 aa, ~87 kDa) is encoded by the human TAP1 gene. This protein plays a role in cytoplasmic antigen transport and subsequent presentation by MHC class I molecules.",17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21574
C6729,Attenuated Familial Adenomatous Polyposis,True,DEFAULT,Disease or Syndrome,C2674616,Disease_May_Have_Associated_Disease,role,"A rare genetic syndrome with an autosomal dominant pattern of inheritance. It was formerly called hereditary flat adenoma syndrome (HFAS) but is now recognized as an attenuated variant of familial adenomatous polyposis (FAP). It is most commonly associated with mutations in the APC gene specifically: exons 1-5, exon 9 and in the distal 3' terminus. Clinical presentation occurs in the middle decades and is characterized by the proximal development of multiple (but less than 100), non-polypoid colonic adenomas. Clinical progression to colorectal cancer may occur later in life but the risk is less than with classic FAP.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6729
C18324,BAX Gene,True,DEFAULT,Gene or Genome,C0812198,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of apoptosis by binding p53 protein, which accelerates this mechanism of cell death.",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18324
C49368,BAX wt Allele,True,DEFAULT,Gene or Genome,C1706879,Gene_Associated_With_Disease,role,"Human BAX wild-type allele is located within 19q13.33 and is approximately 7 kb in length. This allele, which encodes apoptosis regulator BAX protein, plays a role in the regulation of the apoptotic program by varying the permeability of the mitochondrial membrane.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49368
C24259,BCL10 Gene,True,DEFAULT,Gene or Genome,C1367449,Gene_Associated_With_Disease,role,This gene is involved in the promotion of apoptosis.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24259
C49369,BCL10 wt Allele,True,DEFAULT,Gene or Genome,C1706590,Gene_Associated_With_Disease,role,"Human BCL10 wild-type allele is located in the vicinity of 1p22 and is approximately 12 kb in length. This allele, which encodes B-cell lymphoma/leukemia 10 protein, is involved in the induction of apoptosis and the activation of NF-kappaB.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49369
C20350,BIRC5 Gene,True,DEFAULT,Gene or Genome,C1332416,Gene_Associated_With_Disease,role,This gene regulates the apoptotic pathway by manipulation of the cell cycle. BIRC5 has been associated with several cancers.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C20350
C49359,BIRC5 wt Allele,True,DEFAULT,Gene or Genome,C1705785,Gene_Associated_With_Disease,role,"Human BIRC5 wild-type allele is located in the vicinity of 17q25 and is approximately 10 kb in length. This allele, which encodes baculoviral IAP repeat-containing protein 5, is involved in the prevention of apoptotic cell death.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49359
C18363,BRAF Gene,True,DEFAULT,Gene or Genome,C0812241,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,"A gene that makes a protein called B-RAF, which is involved in sending signals in cells and in cell growth. This gene may be mutated (changed) in many types of cancer, which causes a change in the B-RAF protein. This can increase the growth and spread of cancer cells. | This gene is involved in cell organization/biogenesis and the inhibition of apoptosis.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18363
C40430,BRAF Gene Mutation,True,DEFAULT,Cell or Molecular Dysfunction,C1511021,Disease_May_Have_Molecular_Abnormality,role,A change in the nucleotide sequence of the BRAF gene.,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C40430
C51194,BRAF wt Allele,True,DEFAULT,Gene or Genome,C1706902,Gene_Involved_In_Pathogenesis_Of_Disease,role,"Human BRAF wild-type allele is located within 7q34 and is approximately 190 kb in length. This allele, which encodes B-Raf proto-oncogene serine/threonine-protein kinase protein, plays a role in the transduction of mitogenic signals from the cell membrane to the nucleus. A specific activating somatic mutation in the BRAF gene is associated with several types of cancer such as colorectal and thyroid carcinomas and malignant melanoma.",14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51194
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,True,DEFAULT,Disease or Syndrome,C1332442,Disease_May_Have_Associated_Disease,role,"An autosomal dominant inherited syndrome caused by deleterious mutations in the BRCA1 gene. Affected individuals are at high risk of developing breast cancer, ovarian cancer, and other cancers including cervical, endometrial, fallopian tube, and colon cancer.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36100
C24331,BRINP1 Gene,True,DEFAULT,Gene or Genome,C1413915,Gene_Is_Biomarker_Of,role,This gene plays a role in the inhibition of cell proliferation.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24331
C54426,BRINP1 wt Allele,True,DEFAULT,Gene or Genome,C1705142,Gene_Is_Biomarker_Of,role,"Human BRINP1 wild-type allele is located within 9q32-q33 and is approximately 203 kb in length. This allele, which encodes BMP/retinoic acid-inducible neural-specific protein 1, is involved in the modulation of cellular proliferation, the inhibition of the G1/S transition of the cell cycle, the mediation of non-apoptotic cell death and the regulation of the expression of components of the fibrinolysis pathway. Hypermethylation-based silencing or loss of homozygosity of the gene occurs in many cases of bladder cancer.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54426
C21494,BUB1 Gene,True,DEFAULT,Gene or Genome,C1332455,Gene_Associated_With_Disease,role,This gene is a modulator of the mitotic spindle cell cycle checkpoint.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C21494
C49442,BUB1 wt Allele,True,DEFAULT,Gene or Genome,C1706906,Gene_Associated_With_Disease,role,"Human BUB1 wild-type allele is located in the vicinity of 2q14 and is approximately 40 kb in length. This allele, which encodes mitotic checkpoint serine/threonine-protein kinase BUB1 protein, is involved in the regulation of spindle checkpoints and mitotic integrity. Mutations in this gene, which generate allelic variants have been associated with aneuploidy and several forms of cancer.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C49442
C18179,Baculoviral IAP Repeat-Containing Protein 5,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1571495,Gene_Product_Malfunction_Associated_With_Disease,role,"Baculoviral IAP repeat-containing protein 5 (142 aa, ~16 kDa) is encoded by the human BIRC5 gene. This protein plays a role in the regulation of both apoptosis and the cell cycle.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18179
C36122,Benign Cellular Infiltrate,True,DEFAULT,Finding,C1332480,Disease_Excludes_Finding,role,A morphologic finding indicating the presence of a cellular infiltrate without atypia in a tumor sample.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36122
C136243,Bevacizumab/Capecitabine Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of bevacizumab and capecitabine that may be used for the treatment of colorectal cancer, small bowel , ampullary and appendiceal adenocarcinoma.",20,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136243
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of bolus fluorouracil, leucovorin and bevacizumab that is used for the treatment of colorectal cancer and small bowel adenocarcinoma.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136255
C136258,Bevacizumab/Irinotecan Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of irinotecan and bevacizumab that can be used for the treatment of colorectal cancer, appendiceal adenocarcinoma, and small bowel adenocarcinoma.",17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136258
C2903,Bloom Syndrome,True,DEFAULT,Disease or Syndrome,C0005859,Disease_May_Have_Associated_Disease,role,"A rare, inherited disorder marked by height that is shorter than average, a narrow face with redness and a rash, a high-pitched voice, and fertility problems. Patients with this disorder have an increased risk of cancer, especially leukemia and osteosarcoma (bone cancer). Bloom syndrome is caused by changes in a protein that normally helps cells make copies of the DNA. Changes in this protein cause many breaks, rearrangements, and other mutations in the DNA. It is a type of autosomal recessive genetic disease. | Bloom syndrome is an autosomal recessive disorder associated with mutations in BLM gene encoding protein that belongs to the family of DNA helicases. It is characterized by predisposition to cancer, immunodeficiency, high sensitivity to UV and genomic instability of somatic cells. (Oncogene 2001 Dec 13;20(57):8276-80)",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C2903
C136254,Bolus Fluorouracil/Leucovorin Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of bolus fluorouracil and leucovorin that is used for the treatment of colon cancer, and ampullary, appendiceal, small bowel, and pancreatic adenocarcinoma.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136254
C17815,Breast Cancer Type 1 Susceptibility Protein,True,DEFAULT,"Amino Acid, Peptide, or Protein|Enzyme",C1528558,Gene_Product_Malfunction_Associated_With_Disease,role,"Breast cancer type 1 susceptibility protein (1863 aa, ~208 kDa) is encoded by the human BRCA1 gene. This protein plays a role in both the maintenance of DNA and the mediation of ubiquitin E3 ligase activity.",16,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17815
C63596,CAPOX Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,C1879915,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of capecitabine and oxaliplatin that can be used for the treatment of ampullary, appendiceal, pancreatic and small bowel adenocarcinomas, anal, colorectal, gastric, esophageal and esophagogastric junction cancers, certain neuroendocrine tumors, occult primary tumors and mucinous carcinoma of the ovary. Low-dose CapeOX may be used for the treatment of gastric, esophageal and esophagogastric junction cancers.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63596
C63609,CAPOX-Bevacizumab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,C1879914,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of bevacizumab, capecitabine and oxaliplatin that may be used in the treatment of colorectal cancer, small bowel, appendiceal, and ampullary adenocarcinoma and mucinous carcinoma of the ovary.",17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63609
C204582,CAPOX-Cetuximab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of cetuximab, capecitabine and oxaliplatin that may be used in the treatment of colorectal cancer and appendiceal cancer.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C204582
C227047,CAPOX-Cetuximab/Encorafenib Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of capecitabine and oxaliplatin (CAPOX), cetuximab and encorafenib that may be used in the treatment of colon cancer.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227047
C227048,CAPOX-Encorafenib/Panitumumab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of capecitabine and oxaliplatin (CAPOX), encorafenib and panitumumab that may be used in the treatment of colon cancer.",14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C227048
C221014,CAPOX/Atezolizumab Regimen,True,DEFAULT,Therapeutic or Preventive Procedure,,Regimen_Has_Accepted_Use_For_Disease,role,"A regimen consisting of atezolizumab, capecitabine, and oxaliplatin that can be used for the treatment of colon cancer, and small bowel adenocarcinoma.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221014
C18249,CDH1 Gene,True,DEFAULT,Gene or Genome,C0694872,Gene_Associated_With_Disease,role,This gene plays a role in cell-cell adhesion and loss of function contributes to the progression of many carcinomas.,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C18249
C51151,CDH1 wt Allele,True,DEFAULT,Gene or Genome,C1705966,Gene_Associated_With_Disease,role,"Human CDH1 wild-type allele is located in the vicinity of 16q22.1 and is approximately 98 kb in length. This allele, which encodes cadherin-1 protein, plays a role in cell-cell adhesion and cell-matrix adhesion.",15,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51151
C24293,CEACAM7 Gene,True,DEFAULT,Gene or Genome,C1332745,Gene_Associated_With_Disease,role,"This gene is postulated to play a role in cell adhesion, however this role has not been substantiated. The gene is also a member of the immunoglobulin superfamily.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24293
C51025,CEACAM7 wt Allele,True,DEFAULT,Gene or Genome,C1706153,Gene_Associated_With_Disease,role,"Human CEACAM7 wild-type allele is located in the vicinity of 19q13.2 and is approximately 15 kb in length. This allele, which encodes carcinoembryonic antigen-related cell adhesion molecule 7 protein, is involved in tumor suppression and cellular growth.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51025
C176588,CHEK2-Related Hereditary Cancer Predisposition Syndrome,True,DEFAULT,Disease or Syndrome,C1836482,Disease_May_Have_Associated_Disease,role,"An autosomal dominant cancer predisposition syndrome caused by germline mutations of the CHEK2 gene. It is associated with breast carcinoma, gastric carcinoma, colorectal carcinoma, thyroid gland carcinoma, kidney carcinoma, prostate carcinoma, and non-Hodgkin lymphoma.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176588
C24296,CHKA Gene,True,DEFAULT,Gene or Genome,C1332757,Gene_Associated_With_Disease,role,This gene is involved in the biosynthesis of phosphatidylcholine.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C24296
C51051,CHKA wt Allele,True,DEFAULT,Gene or Genome,C1706600,Gene_Associated_With_Disease,role,"Human CHKA wild-type allele is located in the vicinity of 11q13.2 and is approximately 69 kb in length. This allele, which encodes choline kinase alpha protein, plays a role in the initiation and regulation of phosphatidylcholine biosynthesis. The CHKA gene is overexpressed in several types of cancer such as breast, colon, lung and prostate cancers.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C51051
C158520,CPTAC Codelists Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology used to support the various lists of data useful for tracking trends by CPTAC.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C158520
C158035,CPTAC Medical Conditions Codelist,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology used in support of the data collection efforts of the Clinical Proteomic Tumor Analysis Consortium (CPTAC) with the focus on medical conditions.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C158035
C156966,CPTAC Neoplasms Codelist,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology used in support of the data collection efforts of the Clinical Proteomic Tumor Analysis Consortium (CPTAC) with the focus on neoplasms.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156966
C156952,CPTAC Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology used in support of the data collection efforts of the Clinical Proteomic Tumor Analysis Consortium (CPTAC).,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156952
C88931,CSMD1 Gene,True,DEFAULT,Gene or Genome,C1422360,Gene_Associated_With_Disease,role,This gene may play a role in complement activation.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88931
C88932,CSMD1 wt Allele,True,DEFAULT,Gene or Genome,C2982397,Gene_Associated_With_Disease,role,"Human CSMD1 wild-type allele is located in the vicinity of 8p23.2 and is approximately 2,059 kb in length. This allele, which encodes CUB and sushi domain-containing protein 1, may be involved in the modulation of complement. Mutation or deletion of the gene is associated with invasive ductal breast carcinoma, colorectal adenocarcinoma and head and neck carcinomas.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88932
C118168,CTRP Disease Terminology,True,DEFAULT,Intellectual Product,C3899743,Concept_In_Subset,association,A set of terminology that includes the diseases and neoplastic processes used in NCI-sponsored clinical trials.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C118168
C116977,CTRP Terminology,True,DEFAULT,Intellectual Product,C3899741,Concept_In_Subset,association,"Terminology that is used to support NCI's Clinical Trials Reporting Program (CTRP), a database that captures the required reporting data for all NCI-sponsored clinical trials.",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C116977
C138190,CTS-API Disease Main Type Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,Terminology subset used for the purpose of supporting the CTS-API disease main type terminology.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C138190
C88933,CUB and Sushi Domain-Containing Protein 1,True,DEFAULT,"Amino Acid, Peptide, or Protein",C1312178,Gene_Product_Malfunction_Associated_With_Disease,role,"CUB and sushi domain-containing protein 1 (3565 aa, ~389 kDa) is encoded by the human CSMD1 gene. This protein may play a role in the activation of complement.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C88933
