code,name,active,concept_status,semantic_types,umls_cui,relation_types,relation_groups,definitions,synonym_count,nci_url
C36818,Large Osteoclastic Giant Cell,True,DEFAULT,Cell,C1517736,Disease_Excludes_Abnormal_Cell,role,,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36818
C28065,Limited Stage,True,DEFAULT,Classification,C1517886,Disease_Is_Stage,role,"A term used to describe cancer that is early in its growth, and may not have spread to other parts of the body. What is called early stage may differ between cancer types. | Cancer that is localized in its original site of growth, or involves adjacent lymph nodes but has not spread to other anatomic sites.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C28065
C12392,Liver,True,DEFAULT,"Body Part, Organ, or Organ Component",C0023884,Disease_Excludes_Primary_Anatomic_Site|Disease_Has_Associated_Anatomic_Site|Disease_Has_Metastatic_Anatomic_Site,role,"A large organ located in the upper abdomen. The liver cleanses the blood and aids in digestion by secreting bile. | A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate. | An abdominal organ that has variable lobation which are composed mainly of hepatic lobules. | An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes.",21,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12392
C216181,Localized Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system carcinoma that is confined to a specific site without evidence of spread to other anatomic sites.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C216181
C36162,Localized Disease,True,DEFAULT,Finding,C0277565,Disease_Excludes_Finding|Disease_Has_Finding,role,A disease that is confined to a specific organ or tissue and has not spread to other anatomic sites.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36162
C168978,Locally Advanced Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,Adenocarcinoma that has spread to nearby tissues or lymph nodes.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168978
C153358,Locally Advanced Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,Digestive system carcinoma that has spread to nearby tissues or lymph nodes.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153358
C154321,Locally Advanced Squamous Cell Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A squamous cell carcinoma that has spread from its original site of growth to nearby tissues or lymph nodes.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C154321
C202500,Locally Advanced Unresectable Digestive System Adenocarcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system adenocarcinoma that has spread from its original site of growth to nearby tissues or lymph nodes and is not amenable to surgical resection.,4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C202500
C213714,Locally Advanced Unresectable Digestive System Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,A digestive system carcinoma that has spread from its original site of growth to nearby tissues or lymph nodes and is not amenable to surgical resection.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C213714
C190194,Locally Recurrent Carcinoma,True,DEFAULT,Neoplastic Process,,is_parent_of,hierarchy,"The reemergence of carcinoma after a period of remission, at or adjacent to the site of the original tumor.",2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C190194
C176551,Locally Recurrent Disease,True,DEFAULT,Finding,,Disease_Excludes_Finding|Disease_Has_Finding,role,The return of a disease after a period of remission at the site in which it initially manifested or adjacent to it.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C176551
C36130,Low Grade Lesion,True,DEFAULT,Finding,C1334424,Disease_Has_Finding,role,A cancerous lesion with histological features of low grade.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36130
C155864,Low Grade Neuroendocrine Lesion,True,DEFAULT,Finding,,Disease_Excludes_Finding,role,A neoplastic lesion with neuroendocrine differentiation and histological features of low grade.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155864
C35961,Low Mitotic Activity,True,DEFAULT,Finding,C1334428,Disease_Excludes_Finding,role,Decreased frequency of cellular mitosis.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C35961
C78438,Lower Gastrointestinal Hemorrhage,True,DEFAULT,Finding,,Disease_May_Have_Finding,role,"A disorder characterized by bleeding from the lower gastrointestinal tract (small intestine, large intestine, and anus). | Bleeding from the lower gastrointestinal tract (small intestine, large intestine, and anus).",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C78438
C12468,Lung,True,DEFAULT,"Body Part, Organ, or Organ Component",C0024109,Disease_Excludes_Primary_Anatomic_Site|Disease_Has_Associated_Anatomic_Site|Disease_Has_Metastatic_Anatomic_Site,role,"A thoracic organ that has variable lobation and is the primary respiratory organ of mammals. | One of a pair of organs in the chest that supplies the body with oxygen, and removes carbon dioxide from the body. | One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border. | Respiration organ that develops as an outpocketing of the esophagus.",20,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12468
C6725,Lynch 1 Syndrome,True,DEFAULT,Disease or Syndrome,C2674962,Disease_Has_Associated_Disease,role,"A rare genetic neoplastic syndrome with an autosomal dominant pattern of inheritance but incomplete penetrance. It is associated with a greater than 70 % risk of developing colorectal carcinoma. It is caused by a mutation in one of the mismatch repair genes: MSH2, MLH1, MSH6 or PMS2. It usually manifests at age 50 or younger with multiple synchronous or metachronous colorectal carcinomas. Clinical course is rapidly progressive. Prognosis is variable with a high risk for the development of additional colorectal carcinomas. However, survival is significantly better than non-HNPCC carcinomas of equivalent stage.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6725
C6726,Lynch 2 Syndrome,True,DEFAULT,Disease or Syndrome,C1333991,Disease_Has_Associated_Disease,role,"A rare genetic neoplastic syndrome with an autosomal dominant pattern of inheritance but incomplete penetrance. It is associated with an inherited risk for malignancy, in particular, colorectal, endometrial or gastric carcinoma. It is caused by mutations in one of the mismatch repair genes: MSH2, MLH1, MSH6 or PMS2. It usually manifests at age 50 or younger with multiple synchronous or metachronous proximal colonic or extracolonic cancers. Clinical course is rapidly progressive. Prognosis is variable with high risk for development of gastrointestinal, reproductive or urinary tract cancer. However, survival is significantly better than non-HNPCC carcinomas of equivalent stage.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C6726
C8494,Lynch Syndrome,True,DEFAULT,Disease or Syndrome,C1333990,Disease_Has_Associated_Disease|Disease_May_Have_Associated_Disease,role,"An autosomal dominant hereditary neoplastic syndrome characterized by the development of colorectal carcinoma and a high risk of developing endometrial carcinoma, gastric carcinoma, ovarian carcinoma, renal pelvis carcinoma, and small intestinal carcinoma. Patients often develop colorectal carcinomas at an early age (mean, 45 years). In the majority of the cases the lesions arise from the proximal colon. At the molecular level, high-frequency microsatellite instability is present.",17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8494
C221744,MBD4-Associated Neoplasia Syndrome,True,DEFAULT,Disease or Syndrome,C5774186,Disease_May_Have_Associated_Disease,role,"A syndrome inherited in an autosomal recessive manner and caused by germline mutations in MBD4 gene. It is characterized by the presence of multiple colorectal adenomatous polyps and an increased risk of developing colorectal cancer, acute myeloid leukemia, and uveal melanoma.",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C221744
C17566,MCC Gene,True,DEFAULT,Gene or Genome,C0162804,Gene_Associated_With_Disease,role,This gene plays a role in the negative regulation of cell cycle progression.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C17566
C54309,MCC wt Allele,True,DEFAULT,Gene or Genome,C1708809,Gene_Associated_With_Disease,role,"Human MCC wild-type allele is located in the vicinity of 5q21-q22 and is approximately 360 kb in length. This allele, which encodes colorectal mutant cancer protein, may play a role in tumor suppression. MCC wild-type allele is a candidate colorectal tumor suppressor gene.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C54309
C80723,MIR124-1 Gene,True,DEFAULT,Gene or Genome,C1836306,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a tumor suppressor role in lung, colorectal and breast carcinomas, leukemia, medulloblastoma and glioblastoma multiforme.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80723
C82060,MIR124-1 wt Allele,True,DEFAULT,Gene or Genome,C2825930,Gene_Associated_With_Disease,role,"The human MIR124-1 wild-type allele is located in the vicinity of 8p23.1 and is 84 bases in length. This allele, which encodes MIR124-1 RNA, plays a role in many cancers, including lung, colorectal, breast, leukemia, meduloblastoma and glioblastoma multiforme.",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82060
C80753,MIR126 Gene,True,DEFAULT,Gene or Genome,C1537773,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a role in the development of hepatocellular, lung, colon, breast and prostate carcinomas.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80753
C82070,MIR126 wt Allele,True,DEFAULT,Gene or Genome,C2825936,Gene_Associated_With_Disease,role,"The human MIR126 wild-type allele is located in the vicinity of 9q34.3 and is approximately 84 bases in length. This allele, which encodes MIR126 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with the development of cancers of the lung, liver, colon, breast and prostate as well as leukemias.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82070
C80754,MIR127 Gene,True,DEFAULT,Gene or Genome,C1537774,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a role in the development of hepatocellular, colon, bladder, breast and prostate carcinomas.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80754
C82072,MIR127 wt Allele,True,DEFAULT,Gene or Genome,C2825937,Gene_Associated_With_Disease,role,"The human MIR127 wild-type allele is located in the vicinity of 14q32.31 and is approximately 96 bases in length. This allele, which encodes MIR127 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with the development of cancers of the liver, colon, bladder, breast and prostate.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82072
C81739,MIR143 Gene,True,DEFAULT,Gene or Genome,C1537797,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a role in the development of colorectal and bladder carcinomas as well as Burkitt lymphoma, Diffuse large B-Cell lymphoma and chronic lymphocytic leukemia.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81739
C82095,MIR143 wt Allele,True,DEFAULT,Gene or Genome,C2825954,Gene_Associated_With_Disease,role,"Human MIR143 wild-type allele is located in the vicinity of 5q33.1 and is 105 bases in length. This allele, which encodes MIR143 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with the development of bladder and colorectal cancer, Burkitt lymphoma, diffuse large B-cell lymphoma, chronic lymphocytic leukemia and obesity.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82095
C81740,MIR145 Gene,True,DEFAULT,Gene or Genome,C1537799,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a role in the development of colorectal and prostate carcinomas as well as chronic lymphocytic leukemia, Burkitt lymphoma and diffuse large B-cell lymphoma.",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81740
C82097,MIR145 wt Allele,True,DEFAULT,Gene or Genome,C2825956,Gene_Associated_With_Disease,role,"Human MIR145 wild-type allele is located in the vicinity of 5q33.1 and is 87 bases in length. This allele, which encodes MIR145 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with the development of prostate and colorectal cancers as well as chronic lymphocytic leukemia, Burkitt lymphoma, and diffuse large B-cell lymphoma.",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82097
C80715,MIR17 Gene,True,DEFAULT,Gene or Genome,C1537713,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays an oncogenic role in hepatocellular, lung, colorectal, thyoid and breast carcinomas, various leukemias and lymphomas, and neuroblastoma..",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80715
C81888,MIR17 wt Allele,True,DEFAULT,Gene or Genome,C2825796,Gene_Associated_With_Disease,role,"The human MIR17 wild-type allele is located in the vicinity of 13q31.3 and is 83 bases in length. This allele, which encodes MIR17 pre-miRNA, plays a role in many cancers, including lung, liver, colorectal, thyroid, breast, neuroblastoma, leukemia and lymphoma.",15,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81888
C81802,MIR342 Gene,True,DEFAULT,Gene or Genome,C1537884,Gene_Associated_With_Disease,role,This gene is involved in the regulation of gene expression and plays a role in the development of colorectal carcinoma.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81802
C82187,MIR342 wt Allele,True,DEFAULT,Gene or Genome,C2826032,Gene_Associated_With_Disease,role,"The human MIR342 wild-type allele is located in the vicinity of 14q32.2 and is approximately 98 bases in length. This allele, which encodes MIR342 pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of colorectal cancer.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C82187
C81764,MIR34B Gene,True,DEFAULT,Gene or Genome,C1537746,Gene_Associated_With_Disease,role,This gene is involved in the regulation of gene expression a plays a potential tumor suppressor role in colorectal carcinoma.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81764
C81940,MIR34B wt Allele,True,DEFAULT,Gene or Genome,C2825839,Gene_Associated_With_Disease,role,"Human MIR34B wild-type allele is located in the vicinity of 11q23.1 and is 83 bases in length. This allele, which encodes MIR34B pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with development of colorectal, ovarian and non-small cell lung cancers, as well as Burkitt lymphoma.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81940
C81766,MIR34C Gene,True,DEFAULT,Gene or Genome,C1537747,Gene_Associated_With_Disease,role,This gene is involved in the regulation of gene expression a plays a potential tumor suppressor role in colorectal carcinoma.,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81766
C81942,MIR34C wt Allele,True,DEFAULT,Gene or Genome,C2825841,Gene_Associated_With_Disease,role,"Human MIR34C wild-type allele is located in the vicinity of 11q23.1 and is 83 bases in length. This allele, which encodes MIR34C pre-miRNA, plays a role in the regulation of gene expression. Alteration in the expression of this gene is associated with colorectal, ovarian and non-small cell lung cancers.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81942
C80700,MIRLET7A1 Gene,True,DEFAULT,Gene or Genome,C1537910,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a tumor suppressor role in a broad variety of carcinomas, hematopoietic cancers and other cancers.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80700
C81825,MIRLET7A1 wt Allele,True,DEFAULT,Gene or Genome,C2825744,Gene_Associated_With_Disease,role,"The human MIRLET7A1 wild-type allele is located in the vicinity of 9q22.32 and is 79 bases in length. This allele, which encodes MIRLET7A1 RNA, plays a role in development of many cancers including lung, liver, stomach, ovary, breast, colorectal, melanoma, leukemia, lymphoma, cholangiocarcinoma, glioblastoma, lipoma, myoma, hamartoma, sarcoma, adenoma and squamous carcinoma.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81825
C80701,MIRLET7A3 Gene,True,DEFAULT,Gene or Genome,C1537912,Gene_Associated_With_Disease,role,"This gene is involved in the regulation of gene expression and plays a tumor suppressor role in a broad variety of carcinomas, hematopoietic cancers and other cancers.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C80701
C81826,MIRLET7A3 wt Allele,True,DEFAULT,Gene or Genome,C2825745,Gene_Associated_With_Disease,role,"The human MIRLET7A3 wild-type allele is located in the vicinity of 22q13.31 and is 73 bases in length. This allele, which encodes MIRLET7A3 RNA, plays a role in development of many cancers including lung, liver, stomach ovary, breast, colorectal, melanoma, leukemia, lymphoma, cholangiocarcinoma, glioblastoma, lipoma, myoma, and hamartoma, sarcoma, adenoma and squamous carcinoma.",5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C81826
C96520,MUTYH-Associated Polyposis,True,DEFAULT,Disease or Syndrome,C1828108,Disease_May_Have_Associated_Disease,role,An autosomal recessive hereditary neoplastic syndrome caused by mutations in the MUTYH gene on chromosome 1p34.1. It is characterized by the presence of multiple colorectal polyps that may progress to carcinoma. Development of gastric and small intestinal polyps may also occur.,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96520
C43597,MYC Gene Mutation,True,DEFAULT,Cell or Molecular Dysfunction,C1711107,Disease_May_Have_Molecular_Abnormality,role,A change in the nucleotide sequence of the MYC gene.,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C43597
C9329,Malignant Cecum Neoplasm,True,DEFAULT,Neoplastic Process,C0153437,is_parent_of,hierarchy,"A primary or metastatic malignant neoplasm that affects the cecum.  Representative examples include carcinoma, lymphoma, and sarcoma.",12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9329
C12917,Malignant Cell,True,DEFAULT,Cell,C0334227,Disease_Has_Abnormal_Cell,role,"Cells of, or derived from, a malignant tumor.",6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C12917
C36115,Malignant Cellular Infiltrate,True,DEFAULT,Finding,C1334570,Disease_Has_Finding,role,The spread of cancerous cells from the original site of growth to surrounding tissues.,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36115
C9242,Malignant Colon Neoplasm,True,DEFAULT,Neoplastic Process,C0007102,is_parent_of,hierarchy,"A primary or metastatic malignant neoplasm that affects the colon.  Representative examples include carcinoma, lymphoma, and sarcoma.",13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9242
C4978,Malignant Colorectal Neoplasm,True,DEFAULT,Neoplastic Process,C0346629,is_parent_of,hierarchy,"A primary or metastatic malignant neoplasm that affects the colon or rectum.  Representative examples include carcinoma, lymphoma, and sarcoma.",4,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4978
C36929,Malignant Endocrine Cell,True,DEFAULT,Cell,C1518172,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36929
C36779,Malignant Epithelial Cell,True,DEFAULT,Cell,C1518174,Disease_Has_Abnormal_Cell,role,,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36779
C60664,"Malignant Epithelial Cell with Vesicular Nucleus, Distinct Nucleolus, and Abundant Pink Cytoplasm",True,DEFAULT,Cell,C1881546,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C60664
C36822,Malignant Epithelial Large Cell,True,DEFAULT,Cell,C1518177,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36822
C37109,Malignant Epithelial Spindle Cell,True,DEFAULT,Cell,C1518179,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37109
C36825,Malignant Neuroendocrine Cell,True,DEFAULT,Cell,C1518216,Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36825
C36821,Malignant Neuroendocrine Large Cell,True,DEFAULT,Cell,C1518220,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36821
C36820,Malignant Neuroendocrine Small Cell,True,DEFAULT,Cell,C1518222,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36820
C7418,Malignant Rectal Neoplasm,True,DEFAULT,Neoplastic Process,C0949022,is_parent_of,hierarchy,"A primary or metastatic malignant neoplasm that affects the rectum. Representative examples include carcinoma, lymphoma, and sarcoma.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7418
C7420,Malignant Rectosigmoid Neoplasm,True,DEFAULT,Neoplastic Process,C0153443,is_parent_of,hierarchy,"A primary or metastatic malignant neoplasm that affects the rectosigmoid junction. Representative examples include carcinoma, lymphoma, and sarcoma.",11,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7420
C36771,Malignant Squamous Cell,True,DEFAULT,Cell,C1518245,Disease_Excludes_Abnormal_Cell|Disease_Has_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C36771
C37153,Malignant Stromal Cell,True,DEFAULT,Cell,C1518246,Disease_Excludes_Abnormal_Cell,role,,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C37153
C168658,Mapped ICDO3.1 Morphology PT Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to the Morphology preferred terms (PTs) with equivalent meaning in ICD-O-3.1.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168658
C168657,Mapped ICDO3.1 Morphology Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to the Morphology terms with equivalent meaning in ICD-O-3.1.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168657
C168655,Mapped ICDO3.1 Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to terms with equivalent meaning in the International Classification of Disease for Oncology third edition first revision (ICD-O-3.1).,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168655
C168662,Mapped ICDO3.2 Morphology PT Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to the Morphology preferred terms (PTs) with equivalent meaning in ICD-O-3.2.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168662
C168661,Mapped ICDO3.2 Morphology Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to the Morphology terms with equivalent meaning in ICD-O-3.2.,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168661
C168656,Mapped ICDO3.2 Terminology,True,DEFAULT,Intellectual Product,,Concept_In_Subset,association,The set of terms that have been mapped to terms with equivalent meaning in the International Classification of Disease for Oncology third edition second revision (ICD-O-3.2).,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C168656
C4124,Metastatic Adenocarcinoma,True,DEFAULT,Neoplastic Process,C0334277,is_parent_of,hierarchy,An adenocarcinoma that has spread from its original site of growth to another anatomic site.,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4124
C96767,Metastatic Carcinoma in the Liver,True,DEFAULT,Neoplastic Process,C3282903,is_parent_of,hierarchy,"A carcinoma that has spread to the liver from another primary anatomic site.  Representative examples include metastatic carcinomas from the colon, breast, and lung.",3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C96767
C27408,Metastatic Carcinoma in the Lung,True,DEFAULT,Neoplastic Process,C0238254,is_parent_of,hierarchy,"The spread of a carcinoma to the lung. This may be from a primary lung carcinoma, or from a carcinoma at a distant anatomic site.",7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C27408
