id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C9358,Stage I Colon Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0278474,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades submucosa. T2: Tumor invades muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)","AJCC Stage I Colon Cancer|Colon Cancer Stage I|Colon Cancer, Stage I|Dukes A Carcinoma of Colon|Dukes A Carcinoma of the Colon|Dukes A Colon Carcinoma|Dukes A Colonic Carcinoma|Stage I Carcinoma of Colon|Stage I Carcinoma of the Colon|Stage I Colon Cancer|Stage I Colon Cancer AJCC v6|Stage I Colon Cancer AJCC v6 and v7|Stage I Colon Cancer AJCC v7|Stage I Colon Carcinoma|Stage I Colonic Carcinoma",15,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C9358
C134273,Stage I Colon Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades the submucosa (through the muscularis mucosa but not into the muscularis propria). T2: Tumor invades the muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage I Colon Cancer|Stage I Colon Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134273
C8513,Stage I Colorectal Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C0677947,,"Cancer has spread from the mucosa (innermost layer) of the colon and/or rectal wall to the submucosa (layer of tissue under the mucosa) of the colon and/or rectal wall. Cancer may have spread to the muscle layer of the colon and/or rectal wall. | Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades submucosa. T2: Tumor invades muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)","Colorectal Cancer, Stage I|Dukes A colorectal cancer|Dukes A Colorectal Carcinoma|Stage I Colorectal (Colon or Rectal) Cancer|stage I colorectal cancer|Stage I Colorectal Cancer AJCC v6|Stage I Colorectal Cancer AJCC v6 and v7|Stage I Colorectal Cancer AJCC v7|Stage I Colorectal Carcinoma",9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8513
C134185,Stage I Colorectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades the submucosa (through the muscularis mucosa but not into the muscularis propria). T2: Tumor invades the muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage I Colorectal (Colon or Rectal) Cancer|Stage I Colorectal Cancer AJCC v8|Stage I Colorectal Carcinoma AJCC v8,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134185
C7790,Stage I Rectal Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0278535,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades submucosa. T2: Tumor invades muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)",AJCC Stage I Rectal Cancer|Dukes A Carcinoma of Rectum|Dukes A Carcinoma of the Rectum|Dukes A Rectal Carcinoma|Rectal Cancer Stage I|Stage I Carcinoma of Rectum|Stage I Carcinoma of the Rectum|Stage I Rectal Cancer|Stage I Rectal Cancer AJCC v6|Stage I Rectal Cancer AJCC v6 and v7|Stage I Rectal Cancer AJCC v7|Stage I Rectal Carcinoma,12,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7790
C134292,Stage I Rectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades the submucosa (through the muscularis mucosa but not into the muscularis propria). T2: Tumor invades the muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage I Rectal Cancer|Stage I Rectal Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134292
C5016,Stage I Rectosigmoid Cancer AJCC v6 and v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0854781,,"Stage I includes: (T1, N0, M0); (T2, N0, M0). T1: Tumor invades submucosa. T2: Tumor invades muscularis propria. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th and 7th eds.)",Stage I Rectosigmoid Cancer|Stage I Rectosigmoid Cancer AJCC v6|Stage I Rectosigmoid Cancer AJCC v6 and v7|Stage I Rectosigmoid Cancer AJCC v7|Stage I Rectosigmoid Carcinoma,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5016
C3993,Stage II Colon Cancer AJCC v6,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0278479,,"Stage II includes: IIA (T3, N0, M0); IIB (T4, N0, M0). T3: Tumor invades through the muscularis propria or into non-peritonealized pericolic or perirectal tissues. T4: Tumor directly invades other organs or structures, and/or perforates visceral peritoneum. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th ed.)",AJCC Stage II Colon Cancer v6|Colon Cancer Stage II AJCC v6|Dukes B Carcinoma of Colon|Dukes B Carcinoma of the Colon|Dukes B Colon Carcinoma|Dukes B Colonic Carcinoma|Stage II Cancer of Colon AJCC v6|Stage II Cancer of the Colon AJCC v6|Stage II Carcinoma of Colon AJCC v6|Stage II Carcinoma of the Colon AJCC v6|Stage II Colon Cancer|Stage II Colon Cancer AJCC v6|Stage II Colon Carcinoma AJCC v6|Stage II Colonic Carcinoma AJCC v6,14,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3993
C89990,Stage II Colon Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C3146257,,"Stage II includes: IIA (T3, N0, M0); IIB (T4a, N0, M0); IIC (T4b, N0, M0). T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor penetrates to the surface of the visceral peritoneum. T4b: Tumor directly invades or is adherent to other organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage II Colon Cancer|Stage II Colon Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89990
C134274,Stage II Colon Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage II includes: IIA: T3, N0, M0; IIB: T4a, N0, M0; IIC: T4b, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor invades through the visceral peritoneum (including gross perforation of the bowel through tumor and continuous invasion of tumor through areas of inflammation to the surface of the visceral peritoneum). T4b: Tumor directly invades or adheres to adjacent organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage II Colon Cancer|Stage II Colon Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134274
C8514,Stage II Colorectal Cancer AJCC v6,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C0677948,,"Stage Group II is subdivided into IIA and IIB on the basis of whether the primary tumor is T3 or T4, respectively. T3: Tumor invades through the muscularis propria into the subserosa, or into non-peritonealized pericolic or perirectal tissues. T4: Tumor directly invades other organs or structures, and/or perforates visceral peritoneum. (AJCC 6th ed.) | Stage II colorectal cancer is divided into stage IIA, stage IIB, and stage IIC. In stage IIA, cancer has spread through the muscle layer of the colon and/or rectal wall to the serosa (outermost layer) of the colon and/or rectal wall. In stage IIB, cancer has spread through the serosa of the colon and/or rectal wall but has not spread to nearby organs. In stage IIC, cancer has spread through the serosa of the colon and/or rectal wall to nearby organs.","Colorectal Cancer, Stage II AJCC v6|Colorectal Carcinoma Stage II AJCC v6|Dukes B colorectal cancer|Dukes B Colorectal Carcinoma|Stage II Colorectal (Colon or Rectal) Cancer|stage II colorectal cancer|Stage II Colorectal Cancer AJCC v6|Stage II Colorectal Carcinoma AJCC v6",8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C8514
C89989,Stage II Colorectal Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,C3146252,,"Stage II includes: IIA (T3, N0, M0); IIB (T4a, N0, M0); IIC (T4b, N0, M0). T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor penetrates to the surface of the visceral peritoneum. T4b: Tumor directly invades or is adherent to other organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage II Colorectal (Colon or Rectal) Cancer|Stage II Colorectal Cancer|Stage II Colorectal Cancer AJCC v7,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89989
C134186,Stage II Colorectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,2,True,DEFAULT,,,"Stage II includes: IIA: T3, N0, M0; IIB: T4a, N0, M0; IIC: T4b, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor invades through the visceral peritoneum (including gross perforation of the bowel through tumor and continuous invasion of tumor through areas of inflammation to the surface of the visceral peritoneum). T4b: Tumor directly invades or adheres to adjacent organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage II Colorectal (Colon or Rectal) Cancer|Stage II Colorectal Cancer AJCC v8|Stage II Colorectal Carcinoma AJCC v8,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134186
C7791,Stage II Rectal Cancer AJCC v6,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0278544,,"Stage II includes IIA (T3, N0, M0) and IIB (T4, N0, M0). T3: Tumor invades through the muscularis propria into the subserosa, or into nonperitonealized pericolic or perirectal tissues. T4: Tumor directly invades other organs or structures, and/or perforates the visceral peritoneum. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th ed.)",AJCC Stage II Rectal Cancer v6|Dukes B Carcinoma of Rectum|Dukes B Carcinoma of the Rectum|Dukes B Rectal Carcinoma|Rectal Cancer Stage II AJCC v6|Stage II Carcinoma of Rectum AJCC v6|Stage II Carcinoma of the Rectum AJCC v6|Stage II Rectal Cancer|Stage II Rectal Cancer AJCC v6|Stage II Rectal Carcinoma AJCC v6,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C7791
C89991,Stage II Rectal Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C3146256,,"Stage II includes: IIA (T3, N0, M0); IIB (T4a, N0, M0); IIC (T4b, N0, M0). T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor penetrates to the surface of the visceral peritoneum. T4b: Tumor directly invades or is adherent to other organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage II Rectal Cancer|Stage II Rectal Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89991
C134293,Stage II Rectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage II includes: IIA: T3, N0, M0; IIB: T4a, N0, M0; IIC: T4b, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor invades through the visceral peritoneum (including gross perforation of the bowel through tumor and continuous invasion of tumor through areas of inflammation to the surface of the visceral peritoneum). T4b: Tumor directly invades or adheres to adjacent organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage II Rectal Cancer|Stage II Rectal Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134293
C5015,Stage II Rectosigmoid Cancer AJCC v6,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C0854782,,"Stage II includes IIA (T3, N0, M0) and IIB (T4, N0, M0). T3: Tumor invades through the muscularis propria into the subserosa, or into nonperitonealized pericolic or perirectal tissues. T4: Tumor directly invades other organs or structures, and/or perforates the visceral peritoneum. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 6th ed.)",Stage II Rectosigmoid Cancer|Stage II Rectosigmoid Cancer AJCC v6|Stage II Rectosigmoid Carcinoma AJCC v6,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C5015
C89992,Stage II Rectosigmoid Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage II includes: IIA (T3, N0, M0); IIB (T4a, N0, M0); IIC (T4b, N0, M0). T3: Tumor invades through the muscularis propria into pericolorectal tissues. T4a: Tumor penetrates to the surface of the visceral peritoneum. T4b: Tumor directly invades or is adherent to other organs or structures. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage II Rectosigmoid Cancer|Stage II Rectosigmoid Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C89992
C115041,Stage IIA Colon Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage IIA Colon Cancer|Stage IIA Colon Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115041
C134280,Stage IIA Colon Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage IIA Colon Cancer|Stage IIA Colon Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134280
C87813,Stage IIA Colorectal Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,C2981398,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage IIA Colorectal (Colon or Rectal) Cancer|Stage IIA Colorectal Cancer|Stage IIA Colorectal Cancer AJCC v7,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C87813
C134187,Stage IIA Colorectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,3,True,DEFAULT,,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage IIA Colorectal (Colon or Rectal) Cancer|Stage IIA Colorectal Cancer AJCC v8|Stage IIA Colorectal Carcinoma AJCC v8,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134187
C115044,Stage IIA Rectal Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage IIA Rectal Cancer|Stage IIA Rectal Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115044
C134294,Stage IIA Rectal Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIA includes: T3, N0, M0. T3: Tumor invades through the muscularis propria into pericolorectal tissues. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage IIA Rectal Cancer|Stage IIA Rectal Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134294
C115042,Stage IIB Colon Cancer AJCC v7,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIB includes: T4a, N0, M0. T4a: Tumor penetrates to the surface of the visceral peritoneum. N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 7th ed.)",Stage IIB Colon Cancer|Stage IIB Colon Cancer AJCC v7,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C115042
C134281,Stage IIB Colon Cancer AJCC v8,Concept,Y,Stage/Grade,Clinical stage/course,Neoplastic Process,4,True,DEFAULT,,,"Stage IIB includes: T4a, N0, M0. T4a: Tumor invades through the visceral peritoneum (including gross perforation of the bowel through tumor and continuous invasion of tumor through areas of inflammation to the surface of the visceral peritoneum). N0: No regional lymph node metastasis. M0: No distant metastasis. (AJCC 8th ed.)",Stage IIB Colon Cancer|Stage IIB Colon Cancer AJCC v8,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C134281
