source,source_label,relation_code,relation_type,relation_label_cn,target,target_label,relation_group,direction,research_tier
C9446,Colorectal Well Differentiated Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C9446,Colorectal Well Differentiated Adenocarcinoma,is_parent_of,is_parent_of,父类-子类,C9452,Colon Well Differentiated Adenocarcinoma,hierarchy,parent_to_child,tree
C9446,Colorectal Well Differentiated Adenocarcinoma,is_parent_of,is_parent_of,父类-子类,C9451,Rectal Well Differentiated Adenocarcinoma,hierarchy,parent_to_child,tree
C130202,Constitutional Mismatch Repair Deficiency Syndrome,R116,Disease_May_Have_Associated_Disease,可相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C201124,Cribriform Comedo-Type Adenocarcinoma,is_parent_of,is_parent_of,父类-子类,C96488,Colorectal Cribriform Comedo-Type Adenocarcinoma,hierarchy,parent_to_child,tree
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36773,Adenocarcinoma Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36763,Neoplastic Glandular Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R126,Disease_Has_Associated_Disease,相关疾病,C2965,Crohn Disease,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R126,Disease_Has_Associated_Disease,相关疾病,C3138,Inflammatory Bowel Disease,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C33923,Glandular Cell,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C43370,Glandular Epithelium,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C78438,Lower Gastrointestinal Hemorrhage,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C96497,Crohn Disease-Associated Colorectal Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C17358,DCC Gene,R38,Gene_Associated_With_Disease,基因相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C54427,DCC wt Allele,R38,Gene_Associated_With_Disease,基因相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C21543,DNA Repair and Recombination Protein RAD54-Like,R48,Gene_Product_Malfunction_Associated_With_Disease,蛋白功能异常相关疾病,C4349,Colon Adenocarcinoma,role,in,biomedical
C210140,Digestive System Adenocarcinoma,is_parent_of,is_parent_of,父类-子类,C5105,Colorectal Adenocarcinoma,hierarchy,parent_to_child,tree
C226527,Digestive System Adenosquamous Carcinoma,is_parent_of,is_parent_of,父类-子类,C43589,Colorectal Adenosquamous Carcinoma,hierarchy,parent_to_child,tree
C96963,Digestive System Carcinoma,is_parent_of,is_parent_of,父类-子类,C2955,Colorectal Carcinoma,hierarchy,parent_to_child,tree
C35180,Digestive System Carcinoma In Situ,is_parent_of,is_parent_of,父类-子类,C226293,Colorectal Carcinoma In Situ,hierarchy,parent_to_child,tree
C154617,Digestive System Large Cell Neuroendocrine Carcinoma,is_parent_of,is_parent_of,父类-子类,C96157,Colorectal Large Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child,tree
C95406,Digestive System Mixed Adenoneuroendocrine Carcinoma,is_parent_of,is_parent_of,父类-子类,C96158,Colorectal Mixed Adenoneuroendocrine Carcinoma,hierarchy,parent_to_child,tree
C154641,Digestive System Small Cell Neuroendocrine Carcinoma,is_parent_of,is_parent_of,父类-子类,C43587,Colorectal Small Cell Neuroendocrine Carcinoma,hierarchy,parent_to_child,tree
C226528,Digestive System Undifferentiated Carcinoma,is_parent_of,is_parent_of,父类-子类,C43591,Colorectal Undifferentiated Carcinoma,hierarchy,parent_to_child,tree
C202634,Distal Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C202634,Distal Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C202634,Distal Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C202634,Distal Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C202634,Distal Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C202634,Distal Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C202634,Distal Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C202634,Distal Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C202634,Distal Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C202634,Distal Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C202634,Distal Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12382,Colon,role,out,biomedical
C202634,Distal Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C202634,Distal Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C202634,Distal Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C202634,Distal Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C202634,Distal Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C202634,Distal Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C202634,Distal Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C202634,Distal Colon Carcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C202634,Distal Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C202634,Distal Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C202634,Distal Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12382,Colon,role,out,biomedical
C202634,Distal Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C202634,Distal Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C202634,Distal Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C202632,Distal Colon,role,out,biomedical
C202634,Distal Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C202634,Distal Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C202634,Distal Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C202634,Distal Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C202634,Distal Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C202634,Distal Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C202634,Distal Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C202634,Distal Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C202634,Distal Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C202634,Distal Colon Carcinoma,is_parent_of,is_parent_of,父类-子类,C177680,Sigmoid Colon Carcinoma,hierarchy,parent_to_child,tree
C18421,EPCAM Gene,R38,Gene_Associated_With_Disease,基因相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C51229,EPCAM wt Allele,R38,Gene_Associated_With_Disease,基因相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C214793,Early Stage Colon Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out,metadata
C214793,Early Stage Colon Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C116977,CTRP Terminology,association,out,metadata
C214793,Early Stage Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C214793,Early Stage Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C214793,Early Stage Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C214793,Early Stage Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C214793,Early Stage Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C214793,Early Stage Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C214793,Early Stage Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12382,Colon,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12382,Colon,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R88,Disease_Is_Stage,疾病分期,C28065,Limited Stage,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C214793,Early Stage Colon Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out,metadata
C205290,Early Stage Colorectal Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C116977,CTRP Terminology,association,out,metadata
C205290,Early Stage Colorectal Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C205290,Early Stage Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R88,Disease_Is_Stage,疾病分期,C28065,Limited Stage,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C205290,Early Stage Colorectal Carcinoma,is_parent_of,is_parent_of,父类-子类,C214793,Early Stage Colon Carcinoma,hierarchy,parent_to_child,tree
C20209,Epithelial Cell Adhesion Molecule,R48,Gene_Product_Malfunction_Associated_With_Disease,蛋白功能异常相关疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C20743,FGFR4 Gene,R38,Gene_Associated_With_Disease,基因相关疾病,C4910,Colon Carcinoma,role,in,biomedical
C52168,FGFR4 wt Allele,R38,Gene_Associated_With_Disease,基因相关疾病,C4910,Colon Carcinoma,role,in,biomedical
C63593,FOLFIRI Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C63608,FOLFIRI-Bevacizumab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C104152,FOLFIRI-Cetuximab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C225406,FOLFIRI-Cetuximab/Encorafenib Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C227045,FOLFIRI-Encorafenib/Panitumumab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C136249,FOLFIRI-Panitumumab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C136251,FOLFIRI-Ramucirumab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C136250,FOLFIRI-Ziv-aflibercept Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C63590,FOLFOX-4 Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C63591,FOLFOX-6 Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C63592,FOLFOX-7 Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C136248,FOLFOX-Bevacizumab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C136246,FOLFOX-Cetuximab Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
C215149,FOLFOX-Cetuximab/Encorafenib Regimen,R172,Regimen_Has_Accepted_Use_For_Disease,治疗方案适应疾病,C2955,Colorectal Carcinoma,role,in,biomedical
